componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,244,133,BRC0328N,Nome não encontrado
Energia,kcal,58,31,BRC0328N,Nome não encontrado
Umidade,g,"83,9","46,1",BRC0328N,Nome não encontrado
Carboidrato total,g,"11,4","6,30",BRC0328N,Nome não encontrado
Carboidrato disponível,g,"7,27","4,00",BRC0328N,Nome não encontrado
Proteína,g,"2,93","1,61",BRC0328N,Nome não encontrado
Lipídios,g,"0,99","0,55",BRC0328N,Nome não encontrado
Fibra alimentar,g,"4,18","2,30",BRC0328N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0328N,Nome não encontrado
Cinzas,g,"0,77","0,42",BRC0328N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0328N,Nome não encontrado
Ácidos graxos saturados,g,"0,16","0,09",BRC0328N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,22","0,12",BRC0328N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,54","0,30",BRC0328N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0328N,Nome não encontrado
Cálcio,mg,"19,7","10,8",BRC0328N,Nome não encontrado
Ferro,mg,"0,76","0,42",BRC0328N,Nome não encontrado
Sódio,mg,102,"56,2",BRC0328N,Nome não encontrado
Magnésio,mg,"25,7","14,1",BRC0328N,Nome não encontrado
Fósforo,mg,"56,3","30,9",BRC0328N,Nome não encontrado
Potássio,mg,205,112,BRC0328N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0328N,Nome não encontrado
Zinco,mg,"0,44","0,24",BRC0328N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0328N,Nome não encontrado
Selênio,mcg,"0,29","0,16",BRC0328N,Nome não encontrado
Vitamina A (RE),mcg,258,141,BRC0328N,Nome não encontrado
Vitamina A (RAE),mcg,129,"71,1",BRC0328N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0328N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,43","0,78",BRC0328N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0328N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0328N,Nome não encontrado
Niacina,mg,"0,53","0,29",BRC0328N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0328N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0328N,Nome não encontrado
Vitamina C,mg,"3,77","2,07",BRC0328N,Nome não encontrado
Equivalente de folato,mcg,"50,2","27,6",BRC0328N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0328N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0328N,Nome não encontrado
Gordura de adição,g,-,-,BRC0328N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0328N,Nome não encontrado
Proteína animal,g,-,-,BRC0328N,Nome não encontrado
