componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,293,175,117,BRC0717B,Nome não encontrado
Energia,kcal,71,42,28,BRC0717B,Nome não encontrado
Umidade,g,"87,0","52,2","34,8",BRC0717B,Nome não encontrado
Carboidrato total,g,"5,35","3,21","2,14",BRC0717B,Nome não encontrado
Carboidrato disponível,g,"3,25","1,95","1,30",BRC0717B,Nome não encontrado
Proteína,g,"1,33","0,80","0,53",BRC0717B,Nome não encontrado
Lipídios,g,"5,36","3,22","2,14",BRC0717B,Nome não encontrado
Fibra alimentar,g,"2,09","1,25","0,84",BRC0717B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0717B,Nome não encontrado
Cinzas,g,"0,98","0,59","0,39",BRC0717B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0717B,Nome não encontrado
Ácidos graxos saturados,g,"0,81","0,49","0,32",BRC0717B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,83","2,30","1,53",BRC0717B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,65","0,39","0,26",BRC0717B,Nome não encontrado
Ácidos graxos trans,g,traços,traços,traços,BRC0717B,Nome não encontrado
Cálcio,mg,"18,1","10,9","7,24",BRC0717B,Nome não encontrado
Ferro,mg,"0,45","0,27","0,18",BRC0717B,Nome não encontrado
Sódio,mg,190,114,"76,0",BRC0717B,Nome não encontrado
Magnésio,mg,"18,1","10,9","7,24",BRC0717B,Nome não encontrado
Fósforo,mg,"32,4","19,4","13,0",BRC0717B,Nome não encontrado
Potássio,mg,267,160,106,BRC0717B,Nome não encontrado
Manganês,mg,"0,12","0,07","0,05",BRC0717B,Nome não encontrado
Zinco,mg,"0,19","0,11","0,08",BRC0717B,Nome não encontrado
Cobre,mg,"0,09","0,05","0,04",BRC0717B,Nome não encontrado
Selênio,mcg,"0,14","0,08","0,06",BRC0717B,Nome não encontrado
Vitamina A (RE),mcg,"60,4","36,2","24,2",BRC0717B,Nome não encontrado
Vitamina A (RAE),mcg,"37,3","22,4","14,9",BRC0717B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0717B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","0,65","0,43",BRC0717B,Nome não encontrado
Tiamina,mg,"0,01","0,01","0,00",BRC0717B,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0717B,Nome não encontrado
Niacina,mg,"0,16","0,10","0,06",BRC0717B,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0717B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0717B,Nome não encontrado
Vitamina C,mg,"11,9","7,14","4,76",BRC0717B,Nome não encontrado
Equivalente de folato,mcg,"17,8","10,7","7,12",BRC0717B,Nome não encontrado
Sal de adição,g,"0,32","0,19","0,13",BRC0717B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0717B,Nome não encontrado
Gordura de adição,g,"5,18","3,11","2,07",BRC0717B,Nome não encontrado
Proteína vegetal,g,"1,33","0,80","0,53",BRC0717B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0717B,Nome não encontrado
