componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,905,1086,BRC0129F,Nome não encontrado
Energia,kcal,218,261,BRC0129F,Nome não encontrado
Umidade,g,"66,0","79,2",BRC0129F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0129F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0129F,Nome não encontrado
Proteína,g,"16,2","19,5",BRC0129F,Nome não encontrado
Lipídios,g,"17,0","20,4",BRC0129F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0129F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0129F,Nome não encontrado
Cinzas,g,"0,75","0,90",BRC0129F,Nome não encontrado
Colesterol,mg,"84,8",101,BRC0129F,Nome não encontrado
Ácidos graxos saturados,g,"5,20","6,24",BRC0129F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,20","8,64",BRC0129F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,90","4,68",BRC0129F,Nome não encontrado
Ácidos graxos trans,g,"0,07","0,08",BRC0129F,Nome não encontrado
Cálcio,mg,"6,30","7,56",BRC0129F,Nome não encontrado
Ferro,mg,"0,62","0,75",BRC0129F,Nome não encontrado
Sódio,mg,"62,9","75,5",BRC0129F,Nome não encontrado
Magnésio,mg,"24,3","29,2",BRC0129F,Nome não encontrado
Fósforo,mg,173,208,BRC0129F,Nome não encontrado
Potássio,mg,217,260,BRC0129F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0129F,Nome não encontrado
Zinco,mg,"1,12","1,35",BRC0129F,Nome não encontrado
Cobre,mg,"0,04","0,05",BRC0129F,Nome não encontrado
Selênio,mcg,,,BRC0129F,Nome não encontrado
Vitamina A (RE),mcg,"7,00","8,40",BRC0129F,Nome não encontrado
Vitamina A (RAE),mcg,"7,00","8,40",BRC0129F,Nome não encontrado
Vitamina D,mcg,,,BRC0129F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,33",BRC0129F,Nome não encontrado
Tiamina,mg,"0,08","0,10",BRC0129F,Nome não encontrado
Riboflavina,mg,"0,03","0,04",BRC0129F,Nome não encontrado
Niacina,mg,"3,28","3,93",BRC0129F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0129F,Nome não encontrado
Vitamina B12,mcg,"0,29","0,34",BRC0129F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0129F,Nome não encontrado
Equivalente de folato,mcg,"5,34","6,41",BRC0129F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0129F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0129F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0129F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0129F,Nome não encontrado
Proteína animal,g,"16,2","19,5",BRC0129F,Nome não encontrado
