componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,807,443,322,BRC0726A,Nome não encontrado
Energia,kcal,193,106,77,BRC0726A,Nome não encontrado
Umidade,g,"62,0","34,1","24,8",BRC0726A,Nome não encontrado
Carboidrato total,g,"24,4","13,4","9,75",BRC0726A,Nome não encontrado
Carboidrato disponível,g,"20,8","11,5","8,34",BRC0726A,Nome não encontrado
Proteína,g,"2,40","1,32","0,96",BRC0726A,Nome não encontrado
Lipídios,g,"10,4","5,70","4,14",BRC0726A,Nome não encontrado
Fibra alimentar,g,"3,54","1,95","1,41",BRC0726A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0726A,Nome não encontrado
Cinzas,g,"0,86","0,47","0,34",BRC0726A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0726A,Nome não encontrado
Ácidos graxos saturados,g,"0,38","0,21","0,15",BRC0726A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,46","0,25","0,18",BRC0726A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,12","0,62","0,45",BRC0726A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0726A,Nome não encontrado
Cálcio,mg,"13,5","7,43","5,41",BRC0726A,Nome não encontrado
Ferro,mg,"0,41","0,22","0,16",BRC0726A,Nome não encontrado
Sódio,mg,189,104,"75,7",BRC0726A,Nome não encontrado
Magnésio,mg,"25,7","14,1","10,3",BRC0726A,Nome não encontrado
Fósforo,mg,"26,5","14,6","10,6",BRC0726A,Nome não encontrado
Potássio,mg,"72,1","39,7","28,8",BRC0726A,Nome não encontrado
Manganês,mg,"0,86","0,47","0,35",BRC0726A,Nome não encontrado
Zinco,mg,"0,53","0,29","0,21",BRC0726A,Nome não encontrado
Cobre,mg,"0,21","0,11","0,08",BRC0726A,Nome não encontrado
Selênio,mcg,"1,19","0,65","0,47",BRC0726A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0726A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0726A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0726A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,15","0,11",BRC0726A,Nome não encontrado
Tiamina,mg,"0,04","0,02","0,02",BRC0726A,Nome não encontrado
Riboflavina,mg,"0,10","0,06","0,04",BRC0726A,Nome não encontrado
Niacina,mg,"0,54","0,30","0,22",BRC0726A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0726A,Nome não encontrado
Vitamina B12,mcg,traços,traços,traços,BRC0726A,Nome não encontrado
Vitamina C,mg,"4,37","2,40","1,75",BRC0726A,Nome não encontrado
Equivalente de folato,mcg,"4,11","2,26","1,65",BRC0726A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0726A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0726A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0726A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0726A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0726A,Nome não encontrado
