componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,495,272,198,BRC0549A,Nome não encontrado
Energia,kcal,117,64,46,BRC0549A,Nome não encontrado
Umidade,g,"72,3","39,7","28,9",BRC0549A,Nome não encontrado
Carboidrato total,g,"22,2","12,2","8,89",BRC0549A,Nome não encontrado
Carboidrato disponível,g,"20,5","11,3","8,19",BRC0549A,Nome não encontrado
Proteína,g,"2,49","1,37","1,00",BRC0549A,Nome não encontrado
Lipídios,g,"2,45","1,35","0,98",BRC0549A,Nome não encontrado
Fibra alimentar,g,"1,74","0,96","0,69",BRC0549A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0549A,Nome não encontrado
Cinzas,g,"0,58","0,32","0,23",BRC0549A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0549A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,18",BRC0549A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51","0,28","0,20",BRC0549A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,29","0,71","0,52",BRC0549A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0549A,Nome não encontrado
Cálcio,mg,"62,9","34,6","25,1",BRC0549A,Nome não encontrado
Ferro,mg,"0,39","0,21","0,16",BRC0549A,Nome não encontrado
Sódio,mg,"3,84","2,11","1,54",BRC0549A,Nome não encontrado
Magnésio,mg,"27,6","15,2","11,0",BRC0549A,Nome não encontrado
Fósforo,mg,"29,4","16,1","11,7",BRC0549A,Nome não encontrado
Potássio,mg,180,"99,3","72,2",BRC0549A,Nome não encontrado
Manganês,mg,"0,78","0,43","0,31",BRC0549A,Nome não encontrado
Zinco,mg,"0,43","0,24","0,17",BRC0549A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0549A,Nome não encontrado
Selênio,mcg,"1,24","0,68","0,50",BRC0549A,Nome não encontrado
Vitamina A (RE),mcg,114,"63,0","45,8",BRC0549A,Nome não encontrado
Vitamina A (RAE),mcg,"57,2","31,5","22,9",BRC0549A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0549A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,55","0,30","0,22",BRC0549A,Nome não encontrado
Tiamina,mg,"0,03","0,02","0,01",BRC0549A,Nome não encontrado
Riboflavina,mg,"0,05","0,03","0,02",BRC0549A,Nome não encontrado
Niacina,mg,"0,34","0,19","0,14",BRC0549A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0549A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0549A,Nome não encontrado
Vitamina C,mg,"9,55","5,25","3,82",BRC0549A,Nome não encontrado
Equivalente de folato,mcg,"5,64","3,10","2,25",BRC0549A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0549A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0549A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0549A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0549A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0549A,Nome não encontrado
