componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,452,248,BRC0129N,Nome não encontrado
Energia,kcal,108,59,BRC0129N,Nome não encontrado
Umidade,g,"79,1","43,5",BRC0129N,Nome não encontrado
Carboidrato total,g,"3,96","2,18",BRC0129N,Nome não encontrado
Carboidrato disponível,g,"3,13","1,72",BRC0129N,Nome não encontrado
Proteína,g,"10,3","5,65",BRC0129N,Nome não encontrado
Lipídios,g,"5,89","3,24",BRC0129N,Nome não encontrado
Fibra alimentar,g,"0,83","0,45",BRC0129N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0129N,Nome não encontrado
Cinzas,g,"0,75","0,41",BRC0129N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0129N,Nome não encontrado
Ácidos graxos saturados,g,"2,24","1,23",BRC0129N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,77","1,52",BRC0129N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,20",BRC0129N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0129N,Nome não encontrado
Cálcio,mg,"8,14","4,48",BRC0129N,Nome não encontrado
Ferro,mg,"0,94","0,52",BRC0129N,Nome não encontrado
Sódio,mg,121,"66,8",BRC0129N,Nome não encontrado
Magnésio,mg,"8,82","4,85",BRC0129N,Nome não encontrado
Fósforo,mg,"70,0","38,5",BRC0129N,Nome não encontrado
Potássio,mg,192,105,BRC0129N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0129N,Nome não encontrado
Zinco,mg,"2,88","1,58",BRC0129N,Nome não encontrado
Cobre,mg,"0,05","0,02",BRC0129N,Nome não encontrado
Selênio,mcg,"0,21","0,12",BRC0129N,Nome não encontrado
Vitamina A (RE),mcg,141,"78,1",BRC0129N,Nome não encontrado
Vitamina A (RAE),mcg,"71,2","39,1",BRC0129N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0129N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,62","0,34",BRC0129N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0129N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0129N,Nome não encontrado
Niacina,mg,"0,98","0,54",BRC0129N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0129N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0129N,Nome não encontrado
Vitamina C,mg,"1,01","0,56",BRC0129N,Nome não encontrado
Equivalente de folato,mcg,"5,54","3,05",BRC0129N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0129N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0129N,Nome não encontrado
Gordura de adição,g,-,-,BRC0129N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0129N,Nome não encontrado
Proteína animal,g,-,-,BRC0129N,Nome não encontrado
