componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,448,246,179,BRC0527A,Nome não encontrado
Energia,kcal,109,59,43,BRC0527A,Nome não encontrado
Umidade,g,"74,3","40,9","29,7",BRC0527A,Nome não encontrado
Carboidrato total,g,"19,6","10,8","7,83",BRC0527A,Nome não encontrado
Carboidrato disponível,g,"16,8","9,21","6,70",BRC0527A,Nome não encontrado
Proteína,g,"2,76","1,52","1,10",BRC0527A,Nome não encontrado
Lipídios,g,"2,79","1,53","1,11",BRC0527A,Nome não encontrado
Fibra alimentar,g,"2,81","1,55","1,12",BRC0527A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0527A,Nome não encontrado
Cinzas,g,"0,62","0,34","0,25",BRC0527A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0527A,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,29","0,21",BRC0527A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,74","0,41","0,30",BRC0527A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,46","0,80","0,58",BRC0527A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0527A,Nome não encontrado
Cálcio,mg,"9,84","5,41","3,93",BRC0527A,Nome não encontrado
Ferro,mg,"0,38","0,21","0,15",BRC0527A,Nome não encontrado
Sódio,mg,"69,8","38,4","27,9",BRC0527A,Nome não encontrado
Magnésio,mg,"20,9","11,5","8,35",BRC0527A,Nome não encontrado
Fósforo,mg,"48,5","26,7","19,4",BRC0527A,Nome não encontrado
Potássio,mg,108,"59,6","43,3",BRC0527A,Nome não encontrado
Manganês,mg,"0,21","0,11","0,08",BRC0527A,Nome não encontrado
Zinco,mg,"0,39","0,22","0,16",BRC0527A,Nome não encontrado
Cobre,mg,"0,05","0,03","0,02",BRC0527A,Nome não encontrado
Selênio,mcg,"0,75","0,41","0,30",BRC0527A,Nome não encontrado
Vitamina A (RE),mcg,"70,3","38,7","28,1",BRC0527A,Nome não encontrado
Vitamina A (RAE),mcg,"35,2","19,3","14,1",BRC0527A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0527A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,54","0,30","0,22",BRC0527A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0527A,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0527A,Nome não encontrado
Niacina,mg,"0,43","0,24","0,17",BRC0527A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0527A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0527A,Nome não encontrado
Vitamina C,mg,"4,30","2,37","1,72",BRC0527A,Nome não encontrado
Equivalente de folato,mcg,"19,6","10,8","7,84",BRC0527A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0527A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0527A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0527A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0527A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0527A,Nome não encontrado
