componente,unidade,Valor por 100g,Colher servir cheia (80 g),codigo_alimento,nome_alimento
Energia,kJ,413,330,BRC0684B,Nome não encontrado
Energia,kcal,99,79,BRC0684B,Nome não encontrado
Umidade,g,"78,9","63,2",BRC0684B,Nome não encontrado
Carboidrato total,g,"5,24","4,20",BRC0684B,Nome não encontrado
Carboidrato disponível,g,"2,05","1,64",BRC0684B,Nome não encontrado
Proteína,g,"7,70","6,16",BRC0684B,Nome não encontrado
Lipídios,g,"6,01","4,80",BRC0684B,Nome não encontrado
Fibra alimentar,g,"3,20","2,56",BRC0684B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0684B,Nome não encontrado
Cinzas,g,"2,11","1,69",BRC0684B,Nome não encontrado
Colesterol,mg,"21,2","17,0",BRC0684B,Nome não encontrado
Ácidos graxos saturados,g,"3,19","2,55",BRC0684B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,53","1,22",BRC0684B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,33",BRC0684B,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,15",BRC0684B,Nome não encontrado
Cálcio,mg,164,131,BRC0684B,Nome não encontrado
Ferro,mg,"0,69","0,55",BRC0684B,Nome não encontrado
Sódio,mg,427,342,BRC0684B,Nome não encontrado
Magnésio,mg,"17,9","14,3",BRC0684B,Nome não encontrado
Fósforo,mg,126,101,BRC0684B,Nome não encontrado
Potássio,mg,264,211,BRC0684B,Nome não encontrado
Manganês,mg,"0,22","0,18",BRC0684B,Nome não encontrado
Zinco,mg,"1,39","1,11",BRC0684B,Nome não encontrado
Cobre,mg,"0,08","0,06",BRC0684B,Nome não encontrado
Selênio,mcg,"4,24","3,39",BRC0684B,Nome não encontrado
Vitamina A (RE),mcg,"57,6","46,1",BRC0684B,Nome não encontrado
Vitamina A (RAE),mcg,"39,1","31,3",BRC0684B,Nome não encontrado
Vitamina D,mcg,"0,02","0,01",BRC0684B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,05","0,84",BRC0684B,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0684B,Nome não encontrado
Riboflavina,mg,"0,09","0,07",BRC0684B,Nome não encontrado
Niacina,mg,"0,29","0,23",BRC0684B,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0684B,Nome não encontrado
Vitamina B12,mcg,"0,73","0,59",BRC0684B,Nome não encontrado
Vitamina C,mg,"2,24","1,79",BRC0684B,Nome não encontrado
Equivalente de folato,mcg,"12,6","10,1",BRC0684B,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0684B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0684B,Nome não encontrado
Gordura de adição,g,-,-,BRC0684B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0684B,Nome não encontrado
Proteína animal,g,-,-,BRC0684B,Nome não encontrado
