componente,unidade,Valor por 100g,Colher servir cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,546,218,BRC0013E,Nome não encontrado
Energia,kcal,130,52,BRC0013E,Nome não encontrado
Umidade,g,"73,1","29,3",BRC0013E,Nome não encontrado
Carboidrato total,g,"4,68","1,87",BRC0013E,Nome não encontrado
Carboidrato disponível,g,"4,68","1,87",BRC0013E,Nome não encontrado
Proteína,g,"12,0","4,79",BRC0013E,Nome não encontrado
Lipídios,g,"7,09","2,84",BRC0013E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0013E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0013E,Nome não encontrado
Cinzas,g,"3,11","1,24",BRC0013E,Nome não encontrado
Colesterol,mg,"88,6","35,5",BRC0013E,Nome não encontrado
Ácidos graxos saturados,g,"1,35","0,54",BRC0013E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,61","0,64",BRC0013E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,92","0,77",BRC0013E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0013E,Nome não encontrado
Cálcio,mg,"36,0","14,4",BRC0013E,Nome não encontrado
Ferro,mg,"5,46","2,19",BRC0013E,Nome não encontrado
Sódio,mg,395,158,BRC0013E,Nome não encontrado
Magnésio,mg,"47,0","18,8",BRC0013E,Nome não encontrado
Fósforo,mg,272,108,BRC0013E,Nome não encontrado
Potássio,mg,442,177,BRC0013E,Nome não encontrado
Manganês,mg,,,BRC0013E,Nome não encontrado
Zinco,mg,"2,21","0,89",BRC0013E,Nome não encontrado
Cobre,mg,,,BRC0013E,Nome não encontrado
Selênio,mcg,,,BRC0013E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0013E,Nome não encontrado
Vitamina A (RAE),mcg,151,"60,8",BRC0013E,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0013E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,74","0,70",BRC0013E,Nome não encontrado
Tiamina,mg,"0,22","0,09",BRC0013E,Nome não encontrado
Riboflavina,mg,"0,29","0,12",BRC0013E,Nome não encontrado
Niacina,mg,"2,21","0,89",BRC0013E,Nome não encontrado
Vitamina B6,mg,"0,07","0,03",BRC0013E,Nome não encontrado
Vitamina B12,mcg,"16,6","6,64",BRC0013E,Nome não encontrado
Vitamina C,mg,"11,1","4,43",BRC0013E,Nome não encontrado
Equivalente de folato,mcg,"58,1","23,2",BRC0013E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0013E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0013E,Nome não encontrado
Gordura de adição,g,-,-,BRC0013E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0013E,Nome não encontrado
Proteína animal,g,-,-,BRC0013E,Nome não encontrado
