componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,562,309,BRC0262N,Nome não encontrado
Energia,kcal,134,73,BRC0262N,Nome não encontrado
Umidade,g,"68,7","37,8",BRC0262N,Nome não encontrado
Carboidrato total,g,"12,8","7,02",BRC0262N,Nome não encontrado
Carboidrato disponível,g,"11,3","6,22",BRC0262N,Nome não encontrado
Proteína,g,"13,7","7,53",BRC0262N,Nome não encontrado
Lipídios,g,"3,40","1,87",BRC0262N,Nome não encontrado
Fibra alimentar,g,"1,46","0,80",BRC0262N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0262N,Nome não encontrado
Cinzas,g,"1,40","0,77",BRC0262N,Nome não encontrado
Colesterol,mg,"36,1","19,9",BRC0262N,Nome não encontrado
Ácidos graxos saturados,g,"0,80","0,44",BRC0262N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,92","0,50",BRC0262N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,47","0,81",BRC0262N,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0262N,Nome não encontrado
Cálcio,mg,"17,1","9,41",BRC0262N,Nome não encontrado
Ferro,mg,"0,34","0,19",BRC0262N,Nome não encontrado
Sódio,mg,"19,1","10,5",BRC0262N,Nome não encontrado
Magnésio,mg,"17,4","9,58",BRC0262N,Nome não encontrado
Fósforo,mg,110,"60,8",BRC0262N,Nome não encontrado
Potássio,mg,262,144,BRC0262N,Nome não encontrado
Manganês,mg,"0,09","0,05",BRC0262N,Nome não encontrado
Zinco,mg,"0,49","0,27",BRC0262N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0262N,Nome não encontrado
Selênio,mcg,"5,13","2,82",BRC0262N,Nome não encontrado
Vitamina A (RE),mcg,293,161,BRC0262N,Nome não encontrado
Vitamina A (RAE),mcg,147,"80,9",BRC0262N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0262N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71","0,39",BRC0262N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0262N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0262N,Nome não encontrado
Niacina,mg,"3,12","1,72",BRC0262N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0262N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0262N,Nome não encontrado
Vitamina C,mg,"6,32","3,47",BRC0262N,Nome não encontrado
Equivalente de folato,mcg,"8,29","4,56",BRC0262N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0262N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0262N,Nome não encontrado
Gordura de adição,g,-,-,BRC0262N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0262N,Nome não encontrado
Proteína animal,g,-,-,BRC0262N,Nome não encontrado
