componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,412,226,BRC0165N,Nome não encontrado
Energia,kcal,98,53,BRC0165N,Nome não encontrado
Umidade,g,"78,2","43,0",BRC0165N,Nome não encontrado
Carboidrato total,g,"5,67","3,12",BRC0165N,Nome não encontrado
Carboidrato disponível,g,"4,84","2,66",BRC0165N,Nome não encontrado
Proteína,g,"12,1","6,63",BRC0165N,Nome não encontrado
Lipídios,g,"3,19","1,75",BRC0165N,Nome não encontrado
Fibra alimentar,g,"0,83","0,45",BRC0165N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0165N,Nome não encontrado
Cinzas,g,"0,95","0,52",BRC0165N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0165N,Nome não encontrado
Ácidos graxos saturados,g,"0,73","0,40",BRC0165N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,87","0,48",BRC0165N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,43","0,78",BRC0165N,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0165N,Nome não encontrado
Cálcio,mg,"9,41","5,17",BRC0165N,Nome não encontrado
Ferro,mg,"0,19","0,11",BRC0165N,Nome não encontrado
Sódio,mg,116,"64,3",BRC0165N,Nome não encontrado
Magnésio,mg,"11,7","6,44",BRC0165N,Nome não encontrado
Fósforo,mg,"99,2","54,6",BRC0165N,Nome não encontrado
Potássio,mg,181,"99,6",BRC0165N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0165N,Nome não encontrado
Zinco,mg,"0,48","0,26",BRC0165N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0165N,Nome não encontrado
Selênio,mcg,"4,36","2,40",BRC0165N,Nome não encontrado
Vitamina A (RE),mcg,"17,3","9,54",BRC0165N,Nome não encontrado
Vitamina A (RAE),mcg,"8,88","4,89",BRC0165N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0165N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,28",BRC0165N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0165N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0165N,Nome não encontrado
Niacina,mg,"2,74","1,51",BRC0165N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0165N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0165N,Nome não encontrado
Vitamina C,mg,"0,86","0,47",BRC0165N,Nome não encontrado
Equivalente de folato,mcg,"14,5","7,96",BRC0165N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0165N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0165N,Nome não encontrado
Gordura de adição,g,-,-,BRC0165N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0165N,Nome não encontrado
Proteína animal,g,-,-,BRC0165N,Nome não encontrado
