componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,244,134,BRC0329N,Nome não encontrado
Energia,kcal,58,32,BRC0329N,Nome não encontrado
Umidade,g,"84,1","46,2",BRC0329N,Nome não encontrado
Carboidrato total,g,"11,5","6,31",BRC0329N,Nome não encontrado
Carboidrato disponível,g,"7,29","4,01",BRC0329N,Nome não encontrado
Proteína,g,"2,94","1,62",BRC0329N,Nome não encontrado
Lipídios,g,"0,99","0,55",BRC0329N,Nome não encontrado
Fibra alimentar,g,"4,18","2,30",BRC0329N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0329N,Nome não encontrado
Cinzas,g,"0,52","0,29",BRC0329N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0329N,Nome não encontrado
Ácidos graxos saturados,g,"0,16","0,09",BRC0329N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,22","0,12",BRC0329N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,54","0,30",BRC0329N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0329N,Nome não encontrado
Cálcio,mg,"19,7","10,8",BRC0329N,Nome não encontrado
Ferro,mg,"0,76","0,42",BRC0329N,Nome não encontrado
Sódio,mg,"2,37","1,30",BRC0329N,Nome não encontrado
Magnésio,mg,"25,7","14,2",BRC0329N,Nome não encontrado
Fósforo,mg,"56,4","31,0",BRC0329N,Nome não encontrado
Potássio,mg,205,113,BRC0329N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0329N,Nome não encontrado
Zinco,mg,"0,44","0,24",BRC0329N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0329N,Nome não encontrado
Selênio,mcg,"0,29","0,16",BRC0329N,Nome não encontrado
Vitamina A (RE),mcg,258,141,BRC0329N,Nome não encontrado
Vitamina A (RAE),mcg,129,"71,1",BRC0329N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0329N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,43","0,78",BRC0329N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0329N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0329N,Nome não encontrado
Niacina,mg,"0,53","0,29",BRC0329N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0329N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0329N,Nome não encontrado
Vitamina C,mg,"3,78","2,08",BRC0329N,Nome não encontrado
Equivalente de folato,mcg,"50,2","27,6",BRC0329N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0329N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0329N,Nome não encontrado
Gordura de adição,g,-,-,BRC0329N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0329N,Nome não encontrado
Proteína animal,g,-,-,BRC0329N,Nome não encontrado
