componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,715,393,285,BRC0731A,Nome não encontrado
Energia,kcal,170,93,68,BRC0731A,Nome não encontrado
Umidade,g,"63,9","35,1","25,6",BRC0731A,Nome não encontrado
Carboidrato total,g,"26,4","14,5","10,6",BRC0731A,Nome não encontrado
Carboidrato disponível,g,"25,2","13,9","10,1",BRC0731A,Nome não encontrado
Proteína,g,"2,68","1,48","1,07",BRC0731A,Nome não encontrado
Lipídios,g,"6,24","3,43","2,49",BRC0731A,Nome não encontrado
Fibra alimentar,g,"1,18","0,65","0,47",BRC0731A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0731A,Nome não encontrado
Cinzas,g,"0,76","0,42","0,31",BRC0731A,Nome não encontrado
Colesterol,mg,"10,6","5,84","4,25",BRC0731A,Nome não encontrado
Ácidos graxos saturados,g,"2,76","1,52","1,10",BRC0731A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,50","0,83","0,60",BRC0731A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","0,72","0,53",BRC0731A,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,08","0,06",BRC0731A,Nome não encontrado
Cálcio,mg,"6,39","3,51","2,55",BRC0731A,Nome não encontrado
Ferro,mg,"0,29","0,16","0,12",BRC0731A,Nome não encontrado
Sódio,mg,189,104,"75,8",BRC0731A,Nome não encontrado
Magnésio,mg,"15,1","8,33","6,05",BRC0731A,Nome não encontrado
Fósforo,mg,"28,4","15,6","11,3",BRC0731A,Nome não encontrado
Potássio,mg,"43,5","23,9","17,4",BRC0731A,Nome não encontrado
Manganês,mg,"0,66","0,36","0,26",BRC0731A,Nome não encontrado
Zinco,mg,"0,43","0,23","0,17",BRC0731A,Nome não encontrado
Cobre,mg,"0,12","0,06","0,05",BRC0731A,Nome não encontrado
Selênio,mcg,"1,60","0,88","0,64",BRC0731A,Nome não encontrado
Vitamina A (RE),mcg,"47,2","25,9","18,9",BRC0731A,Nome não encontrado
Vitamina A (RAE),mcg,"46,5","25,6","18,6",BRC0731A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0731A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,17","0,12",BRC0731A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0731A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0731A,Nome não encontrado
Niacina,mg,"0,38","0,21","0,15",BRC0731A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0731A,Nome não encontrado
Vitamina B12,mcg,"0,01","0,00","0,00",BRC0731A,Nome não encontrado
Vitamina C,mg,"0,72","0,40","0,29",BRC0731A,Nome não encontrado
Equivalente de folato,mcg,"22,5","12,4","9,01",BRC0731A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0731A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0731A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0731A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0731A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0731A,Nome não encontrado
