componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,390,214,BRC0408N,Nome não encontrado
Energia,kcal,93,50,BRC0408N,Nome não encontrado
Umidade,g,"78,6","43,2",BRC0408N,Nome não encontrado
Carboidrato total,g,"4,69","2,58",BRC0408N,Nome não encontrado
Carboidrato disponível,g,"3,42","1,88",BRC0408N,Nome não encontrado
Proteína,g,"13,1","7,22",BRC0408N,Nome não encontrado
Lipídios,g,"2,65","1,46",BRC0408N,Nome não encontrado
Fibra alimentar,g,"1,27","0,70",BRC0408N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0408N,Nome não encontrado
Cinzas,g,"0,97","0,53",BRC0408N,Nome não encontrado
Colesterol,mg,"44,0","24,2",BRC0408N,Nome não encontrado
Ácidos graxos saturados,g,"1,09","0,60",BRC0408N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,09","0,60",BRC0408N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,08",BRC0408N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0408N,Nome não encontrado
Cálcio,mg,"9,83","5,41",BRC0408N,Nome não encontrado
Ferro,mg,"1,18","0,65",BRC0408N,Nome não encontrado
Sódio,mg,123,"68,0",BRC0408N,Nome não encontrado
Magnésio,mg,"15,0","8,24",BRC0408N,Nome não encontrado
Fósforo,mg,114,"63,1",BRC0408N,Nome não encontrado
Potássio,mg,295,162,BRC0408N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0408N,Nome não encontrado
Zinco,mg,"2,94","1,62",BRC0408N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0408N,Nome não encontrado
Selênio,mcg,"0,16","0,09",BRC0408N,Nome não encontrado
Vitamina A (RE),mcg,270,148,BRC0408N,Nome não encontrado
Vitamina A (RAE),mcg,135,"74,5",BRC0408N,Nome não encontrado
Vitamina D,mcg,,,BRC0408N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,29",BRC0408N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0408N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0408N,Nome não encontrado
Niacina,mg,"1,77","0,97",BRC0408N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0408N,Nome não encontrado
Vitamina B12,mcg,"1,47","0,81",BRC0408N,Nome não encontrado
Vitamina C,mg,"0,93","0,51",BRC0408N,Nome não encontrado
Equivalente de folato,mcg,"9,37","5,15",BRC0408N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0408N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0408N,Nome não encontrado
Gordura de adição,g,-,-,BRC0408N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0408N,Nome não encontrado
Proteína animal,g,-,-,BRC0408N,Nome não encontrado
