componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,169,25,BRC0288B,Nome não encontrado
Energia,kcal,40,6,BRC0288B,Nome não encontrado
Umidade,g,"87,9","13,2",BRC0288B,Nome não encontrado
Carboidrato total,g,"9,16","1,37",BRC0288B,Nome não encontrado
Carboidrato disponível,g,"6,17","0,93",BRC0288B,Nome não encontrado
Proteína,g,"1,80","0,27",BRC0288B,Nome não encontrado
Lipídios,g,"0,26","0,04",BRC0288B,Nome não encontrado
Fibra alimentar,g,"2,98","0,45",BRC0288B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0288B,Nome não encontrado
Cinzas,g,"0,87","0,13",BRC0288B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0288B,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01",BRC0288B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,00",BRC0288B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC0288B,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0288B,Nome não encontrado
Cálcio,mg,"13,1","1,97",BRC0288B,Nome não encontrado
Ferro,mg,"0,46","0,07",BRC0288B,Nome não encontrado
Sódio,mg,"98,2","14,7",BRC0288B,Nome não encontrado
Magnésio,mg,"11,7","1,76",BRC0288B,Nome não encontrado
Fósforo,mg,"38,0","5,70",BRC0288B,Nome não encontrado
Potássio,mg,237,"35,7",BRC0288B,Nome não encontrado
Manganês,mg,"0,25","0,04",BRC0288B,Nome não encontrado
Zinco,mg,"0,17","0,03",BRC0288B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0288B,Nome não encontrado
Selênio,mcg,"0,23","0,03",BRC0288B,Nome não encontrado
Vitamina A (RE),mcg,"18,8","2,82",BRC0288B,Nome não encontrado
Vitamina A (RAE),mcg,"9,39","1,41",BRC0288B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0288B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,76","0,11",BRC0288B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0288B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0288B,Nome não encontrado
Niacina,mg,traços,traços,BRC0288B,Nome não encontrado
Vitamina B6,mg,"0,12","0,02",BRC0288B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0288B,Nome não encontrado
Vitamina C,mg,"3,94","0,59",BRC0288B,Nome não encontrado
Equivalente de folato,mcg,"14,2","2,13",BRC0288B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0288B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0288B,Nome não encontrado
Gordura de adição,g,-,-,BRC0288B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0288B,Nome não encontrado
Proteína animal,g,-,-,BRC0288B,Nome não encontrado
