componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,344,189,137,BRC0507A,Nome não encontrado
Energia,kcal,82,45,32,BRC0507A,Nome não encontrado
Umidade,g,"82,8","45,5","33,1",BRC0507A,Nome não encontrado
Carboidrato total,g,"10,2","5,60","4,08",BRC0507A,Nome não encontrado
Carboidrato disponível,g,"8,15","4,48","3,26",BRC0507A,Nome não encontrado
Proteína,g,"2,30","1,27","0,92",BRC0507A,Nome não encontrado
Lipídios,g,"4,07","2,24","1,63",BRC0507A,Nome não encontrado
Fibra alimentar,g,"2,04","1,12","0,82",BRC0507A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Cinzas,g,"0,65","0,35","0,26",BRC0507A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Ácidos graxos saturados,g,"0,59","0,33","0,24",BRC0507A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,60","1,43","1,04",BRC0507A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,43","0,31",BRC0507A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Cálcio,mg,"27,1","14,9","10,8",BRC0507A,Nome não encontrado
Ferro,mg,"1,15","0,63","0,46",BRC0507A,Nome não encontrado
Sódio,mg,"4,14","2,28","1,65",BRC0507A,Nome não encontrado
Magnésio,mg,"29,9","16,4","12,0",BRC0507A,Nome não encontrado
Fósforo,mg,"67,4","37,1","27,0",BRC0507A,Nome não encontrado
Potássio,mg,206,113,"82,5",BRC0507A,Nome não encontrado
Manganês,mg,"0,18","0,10","0,07",BRC0507A,Nome não encontrado
Zinco,mg,"0,55","0,30","0,22",BRC0507A,Nome não encontrado
Cobre,mg,"0,05","0,03","0,02",BRC0507A,Nome não encontrado
Selênio,mcg,"0,11","0,06","0,04",BRC0507A,Nome não encontrado
Vitamina A (RE),mcg,"76,4","42,0","30,5",BRC0507A,Nome não encontrado
Vitamina A (RAE),mcg,"43,5","23,9","17,4",BRC0507A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,96","0,53","0,38",BRC0507A,Nome não encontrado
Tiamina,mg,"0,08","0,04","0,03",BRC0507A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0507A,Nome não encontrado
Niacina,mg,"0,20","0,11","0,08",BRC0507A,Nome não encontrado
Vitamina B6,mg,"0,10","0,05","0,04",BRC0507A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Vitamina C,mg,"9,20","5,06","3,68",BRC0507A,Nome não encontrado
Equivalente de folato,mcg,"31,2","17,1","12,5",BRC0507A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0507A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0507A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0507A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0507A,Nome não encontrado
