componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,454,249,181,BRC0720A,Nome não encontrado
Energia,kcal,108,59,43,BRC0720A,Nome não encontrado
Umidade,g,"74,2","40,8","29,7",BRC0720A,Nome não encontrado
Carboidrato total,g,"19,4","10,7","7,75",BRC0720A,Nome não encontrado
Carboidrato disponível,g,"16,8","9,26","6,73",BRC0720A,Nome não encontrado
Proteína,g,"2,61","1,43","1,04",BRC0720A,Nome não encontrado
Lipídios,g,"2,78","1,53","1,11",BRC0720A,Nome não encontrado
Fibra alimentar,g,"2,54","1,40","1,02",BRC0720A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Cinzas,g,"1,06","0,58","0,42",BRC0720A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Ácidos graxos saturados,g,"0,51","0,28","0,20",BRC0720A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,74","0,41","0,30",BRC0720A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,45","0,80","0,58",BRC0720A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0720A,Nome não encontrado
Cálcio,mg,"3,01","1,65","1,20",BRC0720A,Nome não encontrado
Ferro,mg,"1,36","0,75","0,54",BRC0720A,Nome não encontrado
Sódio,mg,188,103,"75,3",BRC0720A,Nome não encontrado
Magnésio,mg,"17,7","9,72","7,07",BRC0720A,Nome não encontrado
Fósforo,mg,"35,7","19,6","14,3",BRC0720A,Nome não encontrado
Potássio,mg,"47,5","26,1","19,0",BRC0720A,Nome não encontrado
Manganês,mg,"0,19","0,10","0,08",BRC0720A,Nome não encontrado
Zinco,mg,"0,22","0,12","0,09",BRC0720A,Nome não encontrado
Cobre,mg,"0,02","0,01","0,01",BRC0720A,Nome não encontrado
Selênio,mcg,"0,63","0,34","0,25",BRC0720A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,42","0,23","0,17",BRC0720A,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0720A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0720A,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0720A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0720A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Vitamina C,mg,"0,79","0,43","0,31",BRC0720A,Nome não encontrado
Equivalente de folato,mcg,"4,08","2,24","1,63",BRC0720A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0720A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0720A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0720A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0720A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0720A,Nome não encontrado
