componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,83,20,BRC0146B,Nome não encontrado
Energia,kcal,20,4,BRC0146B,Nome não encontrado
Umidade,g,"93,8","23,5",BRC0146B,Nome não encontrado
Carboidrato total,g,"3,47","0,87",BRC0146B,Nome não encontrado
Carboidrato disponível,g,"1,57","0,39",BRC0146B,Nome não encontrado
Proteína,g,"1,84","0,46",BRC0146B,Nome não encontrado
Lipídios,g,"0,26","0,07",BRC0146B,Nome não encontrado
Fibra alimentar,g,"1,90","0,48",BRC0146B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0146B,Nome não encontrado
Cinzas,g,"0,63","0,16",BRC0146B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0146B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01",BRC0146B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0146B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,03",BRC0146B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0146B,Nome não encontrado
Cálcio,mg,"66,8","16,7",BRC0146B,Nome não encontrado
Ferro,mg,"0,28","0,07",BRC0146B,Nome não encontrado
Sódio,mg,141,"35,3",BRC0146B,Nome não encontrado
Magnésio,mg,"33,3","8,33",BRC0146B,Nome não encontrado
Fósforo,mg,"23,8","5,94",BRC0146B,Nome não encontrado
Potássio,mg,174,"43,6",BRC0146B,Nome não encontrado
Manganês,mg,"0,66","0,17",BRC0146B,Nome não encontrado
Zinco,mg,"0,18","0,05",BRC0146B,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0146B,Nome não encontrado
Selênio,mcg,"0,07","0,02",BRC0146B,Nome não encontrado
Vitamina A (RE),mcg,219,"54,8",BRC0146B,Nome não encontrado
Vitamina A (RAE),mcg,109,"27,4",BRC0146B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0146B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,08","0,52",BRC0146B,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0146B,Nome não encontrado
Riboflavina,mg,"0,14","0,04",BRC0146B,Nome não encontrado
Niacina,mg,traços,traços,BRC0146B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0146B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0146B,Nome não encontrado
Vitamina C,mg,"1,01","0,25",BRC0146B,Nome não encontrado
Equivalente de folato,mcg,102,"25,7",BRC0146B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0146B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0146B,Nome não encontrado
Gordura de adição,g,-,-,BRC0146B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0146B,Nome não encontrado
Proteína animal,g,-,-,BRC0146B,Nome não encontrado
