componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,497,273,BRC0567N,Nome não encontrado
Energia,kcal,118,65,BRC0567N,Nome não encontrado
Umidade,g,"73,5","40,4",BRC0567N,Nome não encontrado
Carboidrato total,g,"8,88","4,89",BRC0567N,Nome não encontrado
Carboidrato disponível,g,"7,82","4,30",BRC0567N,Nome não encontrado
Proteína,g,"12,8","7,07",BRC0567N,Nome não encontrado
Lipídios,g,"3,71","2,04",BRC0567N,Nome não encontrado
Fibra alimentar,g,"1,06","0,58",BRC0567N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0567N,Nome não encontrado
Cinzas,g,"1,06","0,58",BRC0567N,Nome não encontrado
Colesterol,mg,241,132,BRC0567N,Nome não encontrado
Ácidos graxos saturados,g,"1,92","1,06",BRC0567N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","0,50",BRC0567N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,26",BRC0567N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03",BRC0567N,Nome não encontrado
Cálcio,mg,"5,79","3,18",BRC0567N,Nome não encontrado
Ferro,mg,"2,47","1,36",BRC0567N,Nome não encontrado
Sódio,mg,"34,0","18,7",BRC0567N,Nome não encontrado
Magnésio,mg,"10,0","5,50",BRC0567N,Nome não encontrado
Fósforo,mg,181,100,BRC0567N,Nome não encontrado
Potássio,mg,210,116,BRC0567N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0567N,Nome não encontrado
Zinco,mg,"1,73","0,95",BRC0567N,Nome não encontrado
Cobre,mg,"5,08","2,79",BRC0567N,Nome não encontrado
Selênio,mcg,"0,19","0,11",BRC0567N,Nome não encontrado
Vitamina A (RE),mcg,5850,3218,BRC0567N,Nome não encontrado
Vitamina A (RAE),mcg,5840,3212,BRC0567N,Nome não encontrado
Vitamina D,mcg,"0,83","0,45",BRC0567N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,51","0,28",BRC0567N,Nome não encontrado
Tiamina,mg,"0,13","0,07",BRC0567N,Nome não encontrado
Riboflavina,mg,"1,08","0,59",BRC0567N,Nome não encontrado
Niacina,mg,"4,81","2,64",BRC0567N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0567N,Nome não encontrado
Vitamina B12,mcg,"30,9","17,0",BRC0567N,Nome não encontrado
Vitamina C,mg,"1,11","0,61",BRC0567N,Nome não encontrado
Equivalente de folato,mcg,115,"63,6",BRC0567N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0567N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0567N,Nome não encontrado
Gordura de adição,g,-,-,BRC0567N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0567N,Nome não encontrado
Proteína animal,g,-,-,BRC0567N,Nome não encontrado
