componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,525,525,BRC0156E,Nome não encontrado
Energia,kcal,125,125,BRC0156E,Nome não encontrado
Umidade,g,"73,9","73,9",BRC0156E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0156E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0156E,Nome não encontrado
Proteína,g,"19,1","19,1",BRC0156E,Nome não encontrado
Lipídios,g,"5,39","5,39",BRC0156E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0156E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0156E,Nome não encontrado
Cinzas,g,"1,56","1,56",BRC0156E,Nome não encontrado
Colesterol,mg,"60,9","60,9",BRC0156E,Nome não encontrado
Ácidos graxos saturados,g,"0,96","0,96",BRC0156E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,88","2,88",BRC0156E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,08","1,08",BRC0156E,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0156E,Nome não encontrado
Cálcio,mg,"19,0","19,0",BRC0156E,Nome não encontrado
Ferro,mg,"0,16","0,16",BRC0156E,Nome não encontrado
Sódio,mg,251,251,BRC0156E,Nome não encontrado
Magnésio,mg,"19,6","19,6",BRC0156E,Nome não encontrado
Fósforo,mg,138,138,BRC0156E,Nome não encontrado
Potássio,mg,235,235,BRC0156E,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0156E,Nome não encontrado
Zinco,mg,"0,30","0,30",BRC0156E,Nome não encontrado
Cobre,mg,traços,traços,BRC0156E,Nome não encontrado
Selênio,mcg,"35,9","35,9",BRC0156E,Nome não encontrado
Vitamina A (RE),mcg,"2,99","2,99",BRC0156E,Nome não encontrado
Vitamina A (RAE),mcg,"2,99","2,99",BRC0156E,Nome não encontrado
Vitamina D,mcg,"5,30","5,30",BRC0156E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,26","1,26",BRC0156E,Nome não encontrado
Tiamina,mg,traços,traços,BRC0156E,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0156E,Nome não encontrado
Niacina,mg,"0,51","0,51",BRC0156E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0156E,Nome não encontrado
Vitamina B12,mcg,"2,29","2,29",BRC0156E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0156E,Nome não encontrado
Equivalente de folato,mcg,"11,3","11,3",BRC0156E,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0156E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0156E,Nome não encontrado
Gordura de adição,g,-,-,BRC0156E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0156E,Nome não encontrado
Proteína animal,g,-,-,BRC0156E,Nome não encontrado
