componente,unidade,Valor por 100g,Porção Média (160 g),codigo_alimento,nome_alimento
Energia,kJ,575,920,BRC0125F,Nome não encontrado
Energia,kcal,138,220,BRC0125F,Nome não encontrado
Umidade,g,"73,8",118,BRC0125F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0125F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0125F,Nome não encontrado
Proteína,g,"17,5","28,0",BRC0125F,Nome não encontrado
Lipídios,g,"7,50","12,0",BRC0125F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0125F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0125F,Nome não encontrado
Cinzas,g,"1,16","1,86",BRC0125F,Nome não encontrado
Colesterol,mg,"65,6",104,BRC0125F,Nome não encontrado
Ácidos graxos saturados,g,"2,34","3,74",BRC0125F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,51","5,61",BRC0125F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,25","2,00",BRC0125F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,04",BRC0125F,Nome não encontrado
Cálcio,mg,"6,03","9,65",BRC0125F,Nome não encontrado
Ferro,mg,"0,87","1,39",BRC0125F,Nome não encontrado
Sódio,mg,"76,4",122,BRC0125F,Nome não encontrado
Magnésio,mg,"25,2","40,4",BRC0125F,Nome não encontrado
Fósforo,mg,179,287,BRC0125F,Nome não encontrado
Potássio,mg,231,369,BRC0125F,Nome não encontrado
Manganês,mg,"0,02","0,03",BRC0125F,Nome não encontrado
Zinco,mg,"1,60","2,57",BRC0125F,Nome não encontrado
Cobre,mg,"0,05","0,09",BRC0125F,Nome não encontrado
Selênio,mcg,,,BRC0125F,Nome não encontrado
Vitamina A (RE),mcg,"3,06","4,89",BRC0125F,Nome não encontrado
Vitamina A (RAE),mcg,"3,06","4,89",BRC0125F,Nome não encontrado
Vitamina D,mcg,,,BRC0125F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,58",BRC0125F,Nome não encontrado
Tiamina,mg,"0,11","0,18",BRC0125F,Nome não encontrado
Riboflavina,mg,"0,06","0,09",BRC0125F,Nome não encontrado
Niacina,mg,"3,89","6,23",BRC0125F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0125F,Nome não encontrado
Vitamina B12,mcg,"0,39","0,63",BRC0125F,Nome não encontrado
Vitamina C,mg,"3,38","5,40",BRC0125F,Nome não encontrado
Equivalente de folato,mcg,"10,9","17,4",BRC0125F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0125F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0125F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0125F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0125F,Nome não encontrado
Proteína animal,g,"17,5","28,0",BRC0125F,Nome não encontrado
