componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,566,311,BRC0266N,Nome não encontrado
Energia,kcal,135,74,BRC0266N,Nome não encontrado
Umidade,g,"71,5","39,4",BRC0266N,Nome não encontrado
Carboidrato total,g,"8,68","4,77",BRC0266N,Nome não encontrado
Carboidrato disponível,g,"7,66","4,21",BRC0266N,Nome não encontrado
Proteína,g,"12,8","7,05",BRC0266N,Nome não encontrado
Lipídios,g,"5,68","3,12",BRC0266N,Nome não encontrado
Fibra alimentar,g,"1,02","0,56",BRC0266N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0266N,Nome não encontrado
Cinzas,g,"1,29","0,71",BRC0266N,Nome não encontrado
Colesterol,mg,241,132,BRC0266N,Nome não encontrado
Ácidos graxos saturados,g,"2,20","1,21",BRC0266N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,35","1,29",BRC0266N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,70","0,38",BRC0266N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0266N,Nome não encontrado
Cálcio,mg,"5,54","3,05",BRC0266N,Nome não encontrado
Ferro,mg,"2,46","1,35",BRC0266N,Nome não encontrado
Sódio,mg,133,"73,5",BRC0266N,Nome não encontrado
Magnésio,mg,"9,74","5,36",BRC0266N,Nome não encontrado
Fósforo,mg,181,"99,7",BRC0266N,Nome não encontrado
Potássio,mg,206,113,BRC0266N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0266N,Nome não encontrado
Zinco,mg,"1,68","0,92",BRC0266N,Nome não encontrado
Cobre,mg,"5,08","2,79",BRC0266N,Nome não encontrado
Selênio,mcg,"0,29","0,16",BRC0266N,Nome não encontrado
Vitamina A (RE),mcg,5850,3218,BRC0266N,Nome não encontrado
Vitamina A (RAE),mcg,5840,3212,BRC0266N,Nome não encontrado
Vitamina D,mcg,"0,82","0,45",BRC0266N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,32",BRC0266N,Nome não encontrado
Tiamina,mg,"0,13","0,07",BRC0266N,Nome não encontrado
Riboflavina,mg,"1,08","0,59",BRC0266N,Nome não encontrado
Niacina,mg,"4,85","2,67",BRC0266N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0266N,Nome não encontrado
Vitamina B12,mcg,"30,9","17,0",BRC0266N,Nome não encontrado
Vitamina C,mg,"1,02","0,56",BRC0266N,Nome não encontrado
Equivalente de folato,mcg,115,"63,5",BRC0266N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0266N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0266N,Nome não encontrado
Gordura de adição,g,-,-,BRC0266N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0266N,Nome não encontrado
Proteína animal,g,-,-,BRC0266N,Nome não encontrado
