componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,543,228,162,BRC1093B,Nome não encontrado
Energia,kcal,129,54,38,BRC1093B,Nome não encontrado
Umidade,g,"72,2","30,3","21,7",BRC1093B,Nome não encontrado
Carboidrato total,g,"19,4","8,15","5,82",BRC1093B,Nome não encontrado
Carboidrato disponível,g,"17,8","7,50","5,35",BRC1093B,Nome não encontrado
Proteína,g,"2,39","1,00","0,72",BRC1093B,Nome não encontrado
Lipídios,g,"5,05","2,12","1,51",BRC1093B,Nome não encontrado
Fibra alimentar,g,"1,55","0,65","0,46",BRC1093B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Cinzas,g,"0,99","0,42","0,30",BRC1093B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Ácidos graxos saturados,g,"0,80","0,34","0,24",BRC1093B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","0,49","0,35",BRC1093B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,00","1,26","0,90",BRC1093B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01","0,01",BRC1093B,Nome não encontrado
Cálcio,mg,"4,43","1,86","1,33",BRC1093B,Nome não encontrado
Ferro,mg,"0,48","0,20","0,14",BRC1093B,Nome não encontrado
Sódio,mg,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Magnésio,mg,"17,6","7,38","5,27",BRC1093B,Nome não encontrado
Fósforo,mg,"51,5","21,6","15,4",BRC1093B,Nome não encontrado
Potássio,mg,522,219,156,BRC1093B,Nome não encontrado
Manganês,mg,"0,13","0,05","0,04",BRC1093B,Nome não encontrado
Zinco,mg,"0,32","0,13","0,10",BRC1093B,Nome não encontrado
Cobre,mg,"0,14","0,06","0,04",BRC1093B,Nome não encontrado
Selênio,mcg,"0,35","0,15","0,11",BRC1093B,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,traços,BRC1093B,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,traços,BRC1093B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,04","0,03",BRC1093B,Nome não encontrado
Tiamina,mg,"0,10","0,04","0,03",BRC1093B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Vitamina B6,mg,"0,18","0,08","0,05",BRC1093B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Vitamina C,mg,"33,2","13,9","9,96",BRC1093B,Nome não encontrado
Equivalente de folato,mcg,"14,9","6,26","4,47",BRC1093B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1093B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1093B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1093B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1093B,Nome não encontrado
