componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,437,240,174,BRC0715A,Nome não encontrado
Energia,kcal,104,57,41,BRC0715A,Nome não encontrado
Umidade,g,"76,0","41,8","30,4",BRC0715A,Nome não encontrado
Carboidrato total,g,"14,0","7,69","5,59",BRC0715A,Nome não encontrado
Carboidrato disponível,g,"12,9","7,07","5,14",BRC0715A,Nome não encontrado
Proteína,g,"6,26","3,44","2,50",BRC0715A,Nome não encontrado
Lipídios,g,"2,78","1,53","1,11",BRC0715A,Nome não encontrado
Fibra alimentar,g,"1,12","0,62","0,45",BRC0715A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0715A,Nome não encontrado
Cinzas,g,"1,02","0,56","0,41",BRC0715A,Nome não encontrado
Colesterol,mg,"5,96","3,28","2,39",BRC0715A,Nome não encontrado
Ácidos graxos saturados,g,"0,48","0,26","0,19",BRC0715A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,62","0,34","0,25",BRC0715A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","0,78","0,57",BRC0715A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0715A,Nome não encontrado
Cálcio,mg,"15,2","8,34","6,07",BRC0715A,Nome não encontrado
Ferro,mg,"13,0","7,14","5,19",BRC0715A,Nome não encontrado
Sódio,mg,113,"62,2","45,2",BRC0715A,Nome não encontrado
Magnésio,mg,"19,2","10,6","7,68",BRC0715A,Nome não encontrado
Fósforo,mg,"63,5","34,9","25,4",BRC0715A,Nome não encontrado
Potássio,mg,135,"74,7","54,3",BRC0715A,Nome não encontrado
Manganês,mg,681,374,272,BRC0715A,Nome não encontrado
Zinco,mg,"1,19","0,66","0,48",BRC0715A,Nome não encontrado
Cobre,mg,"0,96","0,53","0,38",BRC0715A,Nome não encontrado
Selênio,mcg,"0,75","0,41","0,30",BRC0715A,Nome não encontrado
Vitamina A (RE),mcg,"24,8","13,6","9,91",BRC0715A,Nome não encontrado
Vitamina A (RAE),mcg,"24,5","13,5","9,81",BRC0715A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0715A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,24","0,18",BRC0715A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0715A,Nome não encontrado
Riboflavina,mg,"0,07","0,04","0,03",BRC0715A,Nome não encontrado
Niacina,mg,"0,52","0,29","0,21",BRC0715A,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0715A,Nome não encontrado
Vitamina B12,mcg,"3,59","1,97","1,43",BRC0715A,Nome não encontrado
Vitamina C,mg,"13,1","7,20","5,24",BRC0715A,Nome não encontrado
Equivalente de folato,mcg,"19,1","10,5","7,64",BRC0715A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0715A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0715A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0715A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0715A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0715A,Nome não encontrado
