componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,390,214,BRC0123N,Nome não encontrado
Energia,kcal,92,50,BRC0123N,Nome não encontrado
Umidade,g,"77,0","42,4",BRC0123N,Nome não encontrado
Carboidrato total,g,"8,82","4,85",BRC0123N,Nome não encontrado
Carboidrato disponível,g,"7,50","4,12",BRC0123N,Nome não encontrado
Proteína,g,"12,1","6,68",BRC0123N,Nome não encontrado
Lipídios,g,"1,24","0,68",BRC0123N,Nome não encontrado
Fibra alimentar,g,"1,32","0,72",BRC0123N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0123N,Nome não encontrado
Cinzas,g,"1,22","0,67",BRC0123N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0123N,Nome não encontrado
Ácidos graxos saturados,g,"0,43","0,23",BRC0123N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,22",BRC0123N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,24","0,13",BRC0123N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0123N,Nome não encontrado
Cálcio,mg,"15,7","8,61",BRC0123N,Nome não encontrado
Ferro,mg,"0,31","0,17",BRC0123N,Nome não encontrado
Sódio,mg,"53,1","29,2",BRC0123N,Nome não encontrado
Magnésio,mg,"17,6","9,70",BRC0123N,Nome não encontrado
Fósforo,mg,101,"55,9",BRC0123N,Nome não encontrado
Potássio,mg,256,141,BRC0123N,Nome não encontrado
Manganês,mg,"0,08","0,05",BRC0123N,Nome não encontrado
Zinco,mg,"0,45","0,25",BRC0123N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0123N,Nome não encontrado
Selênio,mcg,"4,42","2,43",BRC0123N,Nome não encontrado
Vitamina A (RE),mcg,187,102,BRC0123N,Nome não encontrado
Vitamina A (RAE),mcg,"93,8","51,6",BRC0123N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0123N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45","0,25",BRC0123N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0123N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0123N,Nome não encontrado
Niacina,mg,"2,74","1,51",BRC0123N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0123N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0123N,Nome não encontrado
Vitamina C,mg,"5,24","2,88",BRC0123N,Nome não encontrado
Equivalente de folato,mcg,"11,5","6,32",BRC0123N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0123N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0123N,Nome não encontrado
Gordura de adição,g,-,-,BRC0123N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0123N,Nome não encontrado
Proteína animal,g,-,-,BRC0123N,Nome não encontrado
