componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1310,654,BRC0097C,Nome não encontrado
Energia,kcal,309,154,BRC0097C,Nome não encontrado
Umidade,g,"20,3","10,1",BRC0097C,Nome não encontrado
Carboidrato total,g,"78,7","39,4",BRC0097C,Nome não encontrado
Carboidrato disponível,g,"74,3","37,2",BRC0097C,Nome não encontrado
Proteína,g,"0,42","0,21",BRC0097C,Nome não encontrado
Lipídios,g,"0,10","0,05",BRC0097C,Nome não encontrado
Fibra alimentar,g,"4,37","2,18",BRC0097C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0097C,Nome não encontrado
Cinzas,g,"0,52","0,26",BRC0097C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0097C,Nome não encontrado
Ácidos graxos saturados,g,,traços,BRC0097C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,traços,BRC0097C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,traços,BRC0097C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0097C,Nome não encontrado
Cálcio,mg,"14,7","7,35",BRC0097C,Nome não encontrado
Ferro,mg,"0,40","0,20",BRC0097C,Nome não encontrado
Sódio,mg,"11,0","5,51",BRC0097C,Nome não encontrado
Magnésio,mg,"9,67","4,83",BRC0097C,Nome não encontrado
Fósforo,mg,"28,2","14,1",BRC0097C,Nome não encontrado
Potássio,mg,250,125,BRC0097C,Nome não encontrado
Manganês,mg,"0,16","0,08",BRC0097C,Nome não encontrado
Zinco,mg,"0,14","0,07",BRC0097C,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0097C,Nome não encontrado
Selênio,mcg,,traços,BRC0097C,Nome não encontrado
Vitamina A (RE),mcg,"50,3","25,2",BRC0097C,Nome não encontrado
Vitamina A (RAE),mcg,"25,2","12,6",BRC0097C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0097C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0097C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0097C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0097C,Nome não encontrado
Niacina,mg,"1,41","0,70",BRC0097C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0097C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0097C,Nome não encontrado
Vitamina C,mg,"34,3","17,2",BRC0097C,Nome não encontrado
Equivalente de folato,mcg,,traços,BRC0097C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0097C,Nome não encontrado
Açúcar de adição,g,,traços,BRC0097C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0097C,Nome não encontrado
Proteína vegetal,g,"0,42","0,21",BRC0097C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0097C,Nome não encontrado
