componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,316,174,BRC0596N,Nome não encontrado
Energia,kcal,75,41,BRC0596N,Nome não encontrado
Umidade,g,"81,5","44,8",BRC0596N,Nome não encontrado
Carboidrato total,g,"8,09","4,45",BRC0596N,Nome não encontrado
Carboidrato disponível,g,"6,57","3,61",BRC0596N,Nome não encontrado
Proteína,g,"7,09","3,90",BRC0596N,Nome não encontrado
Lipídios,g,"1,95","1,07",BRC0596N,Nome não encontrado
Fibra alimentar,g,"1,52","0,84",BRC0596N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0596N,Nome não encontrado
Cinzas,g,"1,35","0,74",BRC0596N,Nome não encontrado
Colesterol,mg,"18,9","10,4",BRC0596N,Nome não encontrado
Ácidos graxos saturados,g,"0,35","0,19",BRC0596N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,92","0,51",BRC0596N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,22",BRC0596N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0596N,Nome não encontrado
Cálcio,mg,"49,8","27,4",BRC0596N,Nome não encontrado
Ferro,mg,"0,29","0,16",BRC0596N,Nome não encontrado
Sódio,mg,127,"70,2",BRC0596N,Nome não encontrado
Magnésio,mg,"19,2","10,6",BRC0596N,Nome não encontrado
Fósforo,mg,"63,7","35,0",BRC0596N,Nome não encontrado
Potássio,mg,271,149,BRC0596N,Nome não encontrado
Manganês,mg,"0,13","0,07",BRC0596N,Nome não encontrado
Zinco,mg,"0,22","0,12",BRC0596N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0596N,Nome não encontrado
Selênio,mcg,"11,5","6,33",BRC0596N,Nome não encontrado
Vitamina A (RE),mcg,298,164,BRC0596N,Nome não encontrado
Vitamina A (RAE),mcg,150,"82,6",BRC0596N,Nome não encontrado
Vitamina D,mcg,"1,64","0,90",BRC0596N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,04","1,12",BRC0596N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0596N,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0596N,Nome não encontrado
Niacina,mg,"0,38","0,21",BRC0596N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0596N,Nome não encontrado
Vitamina B12,mcg,"0,71","0,39",BRC0596N,Nome não encontrado
Vitamina C,mg,"9,39","5,16",BRC0596N,Nome não encontrado
Equivalente de folato,mcg,"10,0","5,51",BRC0596N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0596N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0596N,Nome não encontrado
Gordura de adição,g,-,-,BRC0596N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0596N,Nome não encontrado
Proteína animal,g,-,-,BRC0596N,Nome não encontrado
