componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,523,523,BRC0037J,Nome não encontrado
Energia,kcal,126,125,BRC0037J,Nome não encontrado
Umidade,g,"78,4","78,4",BRC0037J,Nome não encontrado
Carboidrato total,g,"3,14","3,14",BRC0037J,Nome não encontrado
Carboidrato disponível,g,"2,45","2,45",BRC0037J,Nome não encontrado
Proteína,g,"8,29","8,29",BRC0037J,Nome não encontrado
Lipídios,g,"9,06","9,06",BRC0037J,Nome não encontrado
Fibra alimentar,g,"0,68","0,68",BRC0037J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0037J,Nome não encontrado
Cinzas,g,"1,17","1,17",BRC0037J,Nome não encontrado
Colesterol,mg,249,249,BRC0037J,Nome não encontrado
Ácidos graxos saturados,g,"2,54","2,54",BRC0037J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,13","3,13",BRC0037J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,17","2,17",BRC0037J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0037J,Nome não encontrado
Cálcio,mg,"41,9","41,9",BRC0037J,Nome não encontrado
Ferro,mg,"1,45","1,45",BRC0037J,Nome não encontrado
Sódio,mg,275,275,BRC0037J,Nome não encontrado
Magnésio,mg,"12,3","12,3",BRC0037J,Nome não encontrado
Fósforo,mg,119,119,BRC0037J,Nome não encontrado
Potássio,mg,180,180,BRC0037J,Nome não encontrado
Manganês,mg,"0,08","0,08",BRC0037J,Nome não encontrado
Zinco,mg,"1,02","1,02",BRC0037J,Nome não encontrado
Cobre,mg,"0,06","0,06",BRC0037J,Nome não encontrado
Selênio,mcg,"10,4","10,4",BRC0037J,Nome não encontrado
Vitamina A (RE),mcg,204,204,BRC0037J,Nome não encontrado
Vitamina A (RAE),mcg,161,161,BRC0037J,Nome não encontrado
Vitamina D,mcg,"1,31","1,31",BRC0037J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,40","1,40",BRC0037J,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0037J,Nome não encontrado
Riboflavina,mg,"0,39","0,39",BRC0037J,Nome não encontrado
Niacina,mg,"0,65","0,65",BRC0037J,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0037J,Nome não encontrado
Vitamina B12,mcg,"0,57","0,57",BRC0037J,Nome não encontrado
Vitamina C,mg,"5,99","5,99",BRC0037J,Nome não encontrado
Equivalente de folato,mcg,"34,5","34,5",BRC0037J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0037J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0037J,Nome não encontrado
Gordura de adição,g,-,-,BRC0037J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0037J,Nome não encontrado
Proteína animal,g,-,-,BRC0037J,Nome não encontrado
