componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,203,111,BRC0322N,Nome não encontrado
Energia,kcal,48,26,BRC0322N,Nome não encontrado
Umidade,g,"85,1","46,8",BRC0322N,Nome não encontrado
Carboidrato total,g,"10,8","5,96",BRC0322N,Nome não encontrado
Carboidrato disponível,g,"5,88","3,23",BRC0322N,Nome não encontrado
Proteína,g,"2,83","1,56",BRC0322N,Nome não encontrado
Lipídios,g,"0,40","0,22",BRC0322N,Nome não encontrado
Fibra alimentar,g,"4,96","2,73",BRC0322N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0322N,Nome não encontrado
Cinzas,g,"0,81","0,45",BRC0322N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0322N,Nome não encontrado
Ácidos graxos saturados,g,"0,07","0,04",BRC0322N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,04",BRC0322N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,11",BRC0322N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0322N,Nome não encontrado
Cálcio,mg,"20,1","11,1",BRC0322N,Nome não encontrado
Ferro,mg,"0,83","0,45",BRC0322N,Nome não encontrado
Sódio,mg,102,"56,2",BRC0322N,Nome não encontrado
Magnésio,mg,"23,8","13,1",BRC0322N,Nome não encontrado
Fósforo,mg,"53,9","29,7",BRC0322N,Nome não encontrado
Potássio,mg,195,107,BRC0322N,Nome não encontrado
Manganês,mg,"0,23","0,13",BRC0322N,Nome não encontrado
Zinco,mg,"0,99","0,55",BRC0322N,Nome não encontrado
Cobre,mg,"0,30","0,16",BRC0322N,Nome não encontrado
Selênio,mcg,"1,62","0,89",BRC0322N,Nome não encontrado
Vitamina A (RE),mcg,257,141,BRC0322N,Nome não encontrado
Vitamina A (RAE),mcg,129,"71,1",BRC0322N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0322N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,98","0,54",BRC0322N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0322N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0322N,Nome não encontrado
Niacina,mg,"0,53","0,29",BRC0322N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0322N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0322N,Nome não encontrado
Vitamina C,mg,"3,55","1,95",BRC0322N,Nome não encontrado
Equivalente de folato,mcg,"46,0","25,3",BRC0322N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0322N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0322N,Nome não encontrado
Gordura de adição,g,-,-,BRC0322N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0322N,Nome não encontrado
Proteína animal,g,-,-,BRC0322N,Nome não encontrado
