componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,172,120,BRC0525B,Nome não encontrado
Energia,kcal,42,29,BRC0525B,Nome não encontrado
Umidade,g,"92,8","65,0",BRC0525B,Nome não encontrado
Carboidrato total,g,"2,48","1,74",BRC0525B,Nome não encontrado
Carboidrato disponível,g,"1,45","1,02",BRC0525B,Nome não encontrado
Proteína,g,"0,76","0,53",BRC0525B,Nome não encontrado
Lipídios,g,"3,41","2,39",BRC0525B,Nome não encontrado
Fibra alimentar,g,"1,03","0,72",BRC0525B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0525B,Nome não encontrado
Cinzas,g,"0,51","0,36",BRC0525B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0525B,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,36",BRC0525B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,42","1,70",BRC0525B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,28",BRC0525B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0525B,Nome não encontrado
Cálcio,mg,"16,8","11,7",BRC0525B,Nome não encontrado
Ferro,mg,"0,37","0,26",BRC0525B,Nome não encontrado
Sódio,mg,"53,3","37,3",BRC0525B,Nome não encontrado
Magnésio,mg,"9,33","6,53",BRC0525B,Nome não encontrado
Fósforo,mg,"13,5","9,45",BRC0525B,Nome não encontrado
Potássio,mg,171,120,BRC0525B,Nome não encontrado
Manganês,mg,"0,16","0,11",BRC0525B,Nome não encontrado
Zinco,mg,"0,21","0,15",BRC0525B,Nome não encontrado
Cobre,mg,"0,04","0,03",BRC0525B,Nome não encontrado
Selênio,mcg,"0,12","0,08",BRC0525B,Nome não encontrado
Vitamina A (RE),mcg,"44,7","31,3",BRC0525B,Nome não encontrado
Vitamina A (RAE),mcg,"22,4","15,6",BRC0525B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0525B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,65","0,45",BRC0525B,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0525B,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0525B,Nome não encontrado
Niacina,mg,"0,03","0,02",BRC0525B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0525B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0525B,Nome não encontrado
Vitamina C,mg,"6,75","4,72",BRC0525B,Nome não encontrado
Equivalente de folato,mcg,"10,6","7,39",BRC0525B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0525B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0525B,Nome não encontrado
Gordura de adição,g,-,-,BRC0525B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0525B,Nome não encontrado
Proteína animal,g,-,-,BRC0525B,Nome não encontrado
