componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2338,701,BRC0019U,Nome não encontrado
Energia,kcal,561,168,BRC0019U,Nome não encontrado
Umidade,g,"2,73","0,82",BRC0019U,Nome não encontrado
Carboidrato total,g,"42,6","12,8",BRC0019U,Nome não encontrado
Carboidrato disponível,g,"39,5","11,9",BRC0019U,Nome não encontrado
Proteína,g,"15,6","4,69",BRC0019U,Nome não encontrado
Lipídios,g,"37,2","11,2",BRC0019U,Nome não encontrado
Fibra alimentar,g,"3,07","0,92",BRC0019U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0019U,Nome não encontrado
Cinzas,g,"1,87","0,56",BRC0019U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0019U,Nome não encontrado
Ácidos graxos saturados,g,"6,18","1,85",BRC0019U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"21,3","6,38",BRC0019U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,50","1,95",BRC0019U,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,03",BRC0019U,Nome não encontrado
Cálcio,mg,"32,8","9,83",BRC0019U,Nome não encontrado
Ferro,mg,"4,86","1,46",BRC0019U,Nome não encontrado
Sódio,mg,"97,0","29,1",BRC0019U,Nome não encontrado
Magnésio,mg,200,"60,1",BRC0019U,Nome não encontrado
Fósforo,mg,413,124,BRC0019U,Nome não encontrado
Potássio,mg,569,170,BRC0019U,Nome não encontrado
Manganês,mg,"1,59","0,48",BRC0019U,Nome não encontrado
Zinco,mg,"3,83","1,15",BRC0019U,Nome não encontrado
Cobre,mg,"0,96","0,29",BRC0019U,Nome não encontrado
Selênio,mcg,"8,63","2,59",BRC0019U,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0019U,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0019U,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0019U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,74","0,22",BRC0019U,Nome não encontrado
Tiamina,mg,"0,22","0,06",BRC0019U,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0019U,Nome não encontrado
Niacina,mg,traços,traços,BRC0019U,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0019U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0019U,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0019U,Nome não encontrado
Equivalente de folato,mcg,"50,9","15,3",BRC0019U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0019U,Nome não encontrado
Açúcar de adição,g,"25,0","7,50",BRC0019U,Nome não encontrado
Gordura de adição,g,-,-,BRC0019U,Nome não encontrado
Proteína vegetal,g,-,-,BRC0019U,Nome não encontrado
Proteína animal,g,-,-,BRC0019U,Nome não encontrado
