componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,476,262,BRC0616N,Nome não encontrado
Energia,kcal,114,62,BRC0616N,Nome não encontrado
Umidade,g,"75,5","41,5",BRC0616N,Nome não encontrado
Carboidrato total,g,"8,24","4,53",BRC0616N,Nome não encontrado
Carboidrato disponível,g,"6,56","3,61",BRC0616N,Nome não encontrado
Proteína,g,"11,2","6,16",BRC0616N,Nome não encontrado
Lipídios,g,"4,35","2,39",BRC0616N,Nome não encontrado
Fibra alimentar,g,"1,68","0,92",BRC0616N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0616N,Nome não encontrado
Cinzas,g,"0,71","0,39",BRC0616N,Nome não encontrado
Colesterol,mg,"37,4","20,5",BRC0616N,Nome não encontrado
Ácidos graxos saturados,g,"2,04","1,12",BRC0616N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,36","0,75",BRC0616N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,20",BRC0616N,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,08",BRC0616N,Nome não encontrado
Cálcio,mg,"27,5","15,1",BRC0616N,Nome não encontrado
Ferro,mg,"1,15","0,63",BRC0616N,Nome não encontrado
Sódio,mg,"58,5","32,2",BRC0616N,Nome não encontrado
Magnésio,mg,"16,9","9,31",BRC0616N,Nome não encontrado
Fósforo,mg,"78,7","43,3",BRC0616N,Nome não encontrado
Potássio,mg,183,101,BRC0616N,Nome não encontrado
Manganês,mg,"0,26","0,14",BRC0616N,Nome não encontrado
Zinco,mg,"3,01","1,65",BRC0616N,Nome não encontrado
Cobre,mg,"0,09","0,05",BRC0616N,Nome não encontrado
Selênio,mcg,"0,47","0,26",BRC0616N,Nome não encontrado
Vitamina A (RE),mcg,151,"83,5",BRC0616N,Nome não encontrado
Vitamina A (RAE),mcg,"75,9","41,7",BRC0616N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0616N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,84","0,46",BRC0616N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0616N,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0616N,Nome não encontrado
Niacina,mg,"0,57","0,31",BRC0616N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0616N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0616N,Nome não encontrado
Vitamina C,mg,"19,5","10,7",BRC0616N,Nome não encontrado
Equivalente de folato,mcg,"37,0","20,4",BRC0616N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0616N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0616N,Nome não encontrado
Gordura de adição,g,-,-,BRC0616N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0616N,Nome não encontrado
Proteína animal,g,-,-,BRC0616N,Nome não encontrado
