componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,412,226,BRC0229N,Nome não encontrado
Energia,kcal,98,53,BRC0229N,Nome não encontrado
Umidade,g,"79,2","43,6",BRC0229N,Nome não encontrado
Carboidrato total,g,"5,49","3,02",BRC0229N,Nome não encontrado
Carboidrato disponível,g,"4,17","2,29",BRC0229N,Nome não encontrado
Proteína,g,"10,8","5,92",BRC0229N,Nome não encontrado
Lipídios,g,"3,98","2,19",BRC0229N,Nome não encontrado
Fibra alimentar,g,"1,32","0,73",BRC0229N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0229N,Nome não encontrado
Cinzas,g,"0,59","0,32",BRC0229N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0229N,Nome não encontrado
Ácidos graxos saturados,g,"1,97","1,08",BRC0229N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,31","0,72",BRC0229N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,17","0,10",BRC0229N,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,07",BRC0229N,Nome não encontrado
Cálcio,mg,"16,7","9,16",BRC0229N,Nome não encontrado
Ferro,mg,"1,04","0,57",BRC0229N,Nome não encontrado
Sódio,mg,"20,9","11,5",BRC0229N,Nome não encontrado
Magnésio,mg,"12,2","6,72",BRC0229N,Nome não encontrado
Fósforo,mg,"75,0","41,3",BRC0229N,Nome não encontrado
Potássio,mg,185,101,BRC0229N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0229N,Nome não encontrado
Zinco,mg,"2,91","1,60",BRC0229N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0229N,Nome não encontrado
Selênio,mcg,"0,28","0,16",BRC0229N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0229N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0229N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0229N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,27",BRC0229N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0229N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0229N,Nome não encontrado
Niacina,mg,"0,65","0,36",BRC0229N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0229N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0229N,Nome não encontrado
Vitamina C,mg,"9,69","5,33",BRC0229N,Nome não encontrado
Equivalente de folato,mcg,"21,9","12,1",BRC0229N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0229N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0229N,Nome não encontrado
Gordura de adição,g,-,-,BRC0229N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0229N,Nome não encontrado
Proteína animal,g,-,-,BRC0229N,Nome não encontrado
