componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,1239,743,BRC0627A,Nome não encontrado
Energia,kcal,297,178,BRC0627A,Nome não encontrado
Umidade,g,"46,6","28,0",BRC0627A,Nome não encontrado
Carboidrato total,g,"21,6","13,0",BRC0627A,Nome não encontrado
Carboidrato disponível,g,"20,5","12,3",BRC0627A,Nome não encontrado
Proteína,g,"11,0","6,58",BRC0627A,Nome não encontrado
Lipídios,g,"18,6","11,2",BRC0627A,Nome não encontrado
Fibra alimentar,g,"1,16","0,70",BRC0627A,Nome não encontrado
Álcool,g,"0,19","0,12",BRC0627A,Nome não encontrado
Cinzas,g,"2,15","1,29",BRC0627A,Nome não encontrado
Colesterol,mg,"23,1","13,9",BRC0627A,Nome não encontrado
Ácidos graxos saturados,g,"3,34","2,00",BRC0627A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,73","2,84",BRC0627A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"9,32","5,59",BRC0627A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0627A,Nome não encontrado
Cálcio,mg,"15,8","9,47",BRC0627A,Nome não encontrado
Ferro,mg,"0,72","0,43",BRC0627A,Nome não encontrado
Sódio,mg,703,421,BRC0627A,Nome não encontrado
Magnésio,mg,"12,1","7,28",BRC0627A,Nome não encontrado
Fósforo,mg,"86,4","51,8",BRC0627A,Nome não encontrado
Potássio,mg,177,106,BRC0627A,Nome não encontrado
Manganês,mg,"0,19","0,11",BRC0627A,Nome não encontrado
Zinco,mg,"0,57","0,34",BRC0627A,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0627A,Nome não encontrado
Selênio,mcg,"1,47","0,88",BRC0627A,Nome não encontrado
Vitamina A (RE),mcg,101,"60,9",BRC0627A,Nome não encontrado
Vitamina A (RAE),mcg,"55,9","33,6",BRC0627A,Nome não encontrado
Vitamina D,mcg,"0,04","0,03",BRC0627A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,02","1,21",BRC0627A,Nome não encontrado
Tiamina,mg,"0,18","0,11",BRC0627A,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0627A,Nome não encontrado
Niacina,mg,"2,66","1,60",BRC0627A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0627A,Nome não encontrado
Vitamina B12,mcg,"0,22","0,13",BRC0627A,Nome não encontrado
Vitamina C,mg,"1,36","0,81",BRC0627A,Nome não encontrado
Equivalente de folato,mcg,"50,2","30,1",BRC0627A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0627A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0627A,Nome não encontrado
Gordura de adição,g,-,-,BRC0627A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0627A,Nome não encontrado
Proteína animal,g,-,-,BRC0627A,Nome não encontrado
