componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,609,334,243,BRC0529A,Nome não encontrado
Energia,kcal,145,79,58,BRC0529A,Nome não encontrado
Umidade,g,"68,1","37,5","27,2",BRC0529A,Nome não encontrado
Carboidrato total,g,"20,3","11,2","8,13",BRC0529A,Nome não encontrado
Carboidrato disponível,g,"18,1","9,95","7,24",BRC0529A,Nome não encontrado
Proteína,g,"5,24","2,88","2,10",BRC0529A,Nome não encontrado
Lipídios,g,"5,26","2,89","2,10",BRC0529A,Nome não encontrado
Fibra alimentar,g,"2,24","1,23","0,90",BRC0529A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0529A,Nome não encontrado
Cinzas,g,"1,07","0,59","0,43",BRC0529A,Nome não encontrado
Colesterol,mg,"6,97","3,84","2,79",BRC0529A,Nome não encontrado
Ácidos graxos saturados,g,"1,36","0,75","0,54",BRC0529A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,80","0,99","0,72",BRC0529A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,76","0,97","0,70",BRC0529A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0529A,Nome não encontrado
Cálcio,mg,"9,45","5,20","3,78",BRC0529A,Nome não encontrado
Ferro,mg,"0,69","0,38","0,27",BRC0529A,Nome não encontrado
Sódio,mg,163,"89,9","65,4",BRC0529A,Nome não encontrado
Magnésio,mg,"21,2","11,7","8,48",BRC0529A,Nome não encontrado
Fósforo,mg,"54,9","30,2","22,0",BRC0529A,Nome não encontrado
Potássio,mg,139,"76,7","55,8",BRC0529A,Nome não encontrado
Manganês,mg,"0,60","0,33","0,24",BRC0529A,Nome não encontrado
Zinco,mg,"0,82","0,45","0,33",BRC0529A,Nome não encontrado
Cobre,mg,"0,14","0,08","0,06",BRC0529A,Nome não encontrado
Selênio,mcg,"0,93","0,51","0,37",BRC0529A,Nome não encontrado
Vitamina A (RE),mcg,"17,8","9,80","7,13",BRC0529A,Nome não encontrado
Vitamina A (RAE),mcg,"8,91","4,90","3,56",BRC0529A,Nome não encontrado
Vitamina D,mcg,"0,11","0,06","0,04",BRC0529A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,22","0,16",BRC0529A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0529A,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,01",BRC0529A,Nome não encontrado
Niacina,mg,"0,42","0,23","0,17",BRC0529A,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0529A,Nome não encontrado
Vitamina B12,mcg,"0,20","0,11","0,08",BRC0529A,Nome não encontrado
Vitamina C,mg,"3,28","1,80","1,31",BRC0529A,Nome não encontrado
Equivalente de folato,mcg,"33,6","18,5","13,5",BRC0529A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0529A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0529A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0529A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0529A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0529A,Nome não encontrado
