componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,631,630,BRC0130E,Nome não encontrado
Energia,kcal,149,148,BRC0130E,Nome não encontrado
Umidade,g,"63,3","63,3",BRC0130E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0130E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0130E,Nome não encontrado
Proteína,g,"34,5","34,5",BRC0130E,Nome não encontrado
Lipídios,g,"1,17","1,17",BRC0130E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0130E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0130E,Nome não encontrado
Cinzas,g,"2,21","2,21",BRC0130E,Nome não encontrado
Colesterol,mg,"64,3","64,3",BRC0130E,Nome não encontrado
Ácidos graxos saturados,g,"0,67","0,67",BRC0130E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,27","0,27",BRC0130E,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0130E,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0130E,Nome não encontrado
Cálcio,mg,"9,92","9,92",BRC0130E,Nome não encontrado
Ferro,mg,"1,46","1,46",BRC0130E,Nome não encontrado
Sódio,mg,214,214,BRC0130E,Nome não encontrado
Magnésio,mg,"39,0","39,0",BRC0130E,Nome não encontrado
Fósforo,mg,307,307,BRC0130E,Nome não encontrado
Potássio,mg,351,351,BRC0130E,Nome não encontrado
Manganês,mg,traços,traços,BRC0130E,Nome não encontrado
Zinco,mg,"0,54","0,54",BRC0130E,Nome não encontrado
Cobre,mg,"0,11","0,11",BRC0130E,Nome não encontrado
Selênio,mcg,"41,5","41,5",BRC0130E,Nome não encontrado
Vitamina A (RE),mcg,"24,6","24,6",BRC0130E,Nome não encontrado
Vitamina A (RAE),mcg,"24,6","24,6",BRC0130E,Nome não encontrado
Vitamina D,mcg,"1,23","1,23",BRC0130E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,24",BRC0130E,Nome não encontrado
Tiamina,mg,traços,traços,BRC0130E,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0130E,Nome não encontrado
Niacina,mg,"7,19","7,19",BRC0130E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0130E,Nome não encontrado
Vitamina B12,mcg,"9,64","9,64",BRC0130E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0130E,Nome não encontrado
Equivalente de folato,mcg,"11,8","11,8",BRC0130E,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0130E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0130E,Nome não encontrado
Gordura de adição,g,-,-,BRC0130E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0130E,Nome não encontrado
Proteína animal,g,-,-,BRC0130E,Nome não encontrado
