componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,227,124,BRC0419N,Nome não encontrado
Energia,kcal,55,29,BRC0419N,Nome não encontrado
Umidade,g,"88,6","48,7",BRC0419N,Nome não encontrado
Carboidrato total,g,"5,62","3,09",BRC0419N,Nome não encontrado
Carboidrato disponível,g,"3,91","2,15",BRC0419N,Nome não encontrado
Proteína,g,"2,20","1,21",BRC0419N,Nome não encontrado
Lipídios,g,"2,95","1,62",BRC0419N,Nome não encontrado
Fibra alimentar,g,"1,71","0,94",BRC0419N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0419N,Nome não encontrado
Cinzas,g,"0,67","0,37",BRC0419N,Nome não encontrado
Colesterol,mg,"4,41","2,42",BRC0419N,Nome não encontrado
Ácidos graxos saturados,g,"1,09","0,60",BRC0419N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,26","0,69",BRC0419N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,43","0,24",BRC0419N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0419N,Nome não encontrado
Cálcio,mg,"60,2","33,1",BRC0419N,Nome não encontrado
Ferro,mg,"0,21","0,11",BRC0419N,Nome não encontrado
Sódio,mg,"22,4","12,3",BRC0419N,Nome não encontrado
Magnésio,mg,"12,8","7,03",BRC0419N,Nome não encontrado
Fósforo,mg,"48,4","26,6",BRC0419N,Nome não encontrado
Potássio,mg,132,"73,1",BRC0419N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0419N,Nome não encontrado
Zinco,mg,"0,23","0,12",BRC0419N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0419N,Nome não encontrado
Selênio,mcg,"0,85","0,47",BRC0419N,Nome não encontrado
Vitamina A (RE),mcg,"19,0","10,5",BRC0419N,Nome não encontrado
Vitamina A (RAE),mcg,"16,6","9,14",BRC0419N,Nome não encontrado
Vitamina D,mcg,"0,03","0,02",BRC0419N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,08",BRC0419N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0419N,Nome não encontrado
Riboflavina,mg,"0,13","0,07",BRC0419N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0419N,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0419N,Nome não encontrado
Vitamina B12,mcg,"0,15","0,08",BRC0419N,Nome não encontrado
Vitamina C,mg,"23,6","13,0",BRC0419N,Nome não encontrado
Equivalente de folato,mcg,"21,8","12,0",BRC0419N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0419N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0419N,Nome não encontrado
Gordura de adição,g,-,-,BRC0419N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0419N,Nome não encontrado
Proteína animal,g,-,-,BRC0419N,Nome não encontrado
