componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,343,51,BRC0796B,Nome não encontrado
Energia,kcal,81,12,BRC0796B,Nome não encontrado
Umidade,g,"78,9","11,8",BRC0796B,Nome não encontrado
Carboidrato total,g,"17,8","2,67",BRC0796B,Nome não encontrado
Carboidrato disponível,g,"15,8","2,37",BRC0796B,Nome não encontrado
Proteína,g,"1,82","0,27",BRC0796B,Nome não encontrado
Lipídios,g,"0,75","0,11",BRC0796B,Nome não encontrado
Fibra alimentar,g,"2,00","0,30",BRC0796B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0796B,Nome não encontrado
Cinzas,g,"0,77","0,12",BRC0796B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0796B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,03",BRC0796B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,15","0,02",BRC0796B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,02",BRC0796B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0796B,Nome não encontrado
Cálcio,mg,"16,0","2,40",BRC0796B,Nome não encontrado
Ferro,mg,"0,60","0,09",BRC0796B,Nome não encontrado
Sódio,mg,"13,0","1,95",BRC0796B,Nome não encontrado
Magnésio,mg,"43,0","6,45",BRC0796B,Nome não encontrado
Fósforo,mg,"34,0","5,10",BRC0796B,Nome não encontrado
Potássio,mg,415,"62,3",BRC0796B,Nome não encontrado
Manganês,mg,"0,23","0,03",BRC0796B,Nome não encontrado
Zinco,mg,"0,34","0,05",BRC0796B,Nome não encontrado
Cobre,mg,"0,23","0,03",BRC0796B,Nome não encontrado
Selênio,mcg,"0,70","0,11",BRC0796B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0796B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0796B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0796B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,04",BRC0796B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0796B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0796B,Nome não encontrado
Niacina,mg,"0,75","0,11",BRC0796B,Nome não encontrado
Vitamina B6,mg,"0,16","0,02",BRC0796B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0796B,Nome não encontrado
Vitamina C,mg,"5,00","0,75",BRC0796B,Nome não encontrado
Equivalente de folato,mcg,"11,0","1,65",BRC0796B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0796B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0796B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0796B,Nome não encontrado
Proteína vegetal,g,"1,82","0,27",BRC0796B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0796B,Nome não encontrado
