componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,496,272,BRC0516N,Nome não encontrado
Energia,kcal,118,65,BRC0516N,Nome não encontrado
Umidade,g,"75,4","41,5",BRC0516N,Nome não encontrado
Carboidrato total,g,"4,60","2,53",BRC0516N,Nome não encontrado
Carboidrato disponível,g,"3,58","1,97",BRC0516N,Nome não encontrado
Proteína,g,"14,2","7,79",BRC0516N,Nome não encontrado
Lipídios,g,"5,03","2,77",BRC0516N,Nome não encontrado
Fibra alimentar,g,"1,03","0,56",BRC0516N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0516N,Nome não encontrado
Cinzas,g,"0,79","0,44",BRC0516N,Nome não encontrado
Colesterol,mg,"47,0","25,8",BRC0516N,Nome não encontrado
Ácidos graxos saturados,g,"1,53","0,84",BRC0516N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,71","0,94",BRC0516N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,38","0,76",BRC0516N,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0516N,Nome não encontrado
Cálcio,mg,"6,28","3,45",BRC0516N,Nome não encontrado
Ferro,mg,"1,29","0,71",BRC0516N,Nome não encontrado
Sódio,mg,"23,6","13,0",BRC0516N,Nome não encontrado
Magnésio,mg,"14,3","7,86",BRC0516N,Nome não encontrado
Fósforo,mg,122,"67,5",BRC0516N,Nome não encontrado
Potássio,mg,243,133,BRC0516N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0516N,Nome não encontrado
Zinco,mg,"3,17","1,74",BRC0516N,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0516N,Nome não encontrado
Selênio,mcg,"0,44","0,24",BRC0516N,Nome não encontrado
Vitamina A (RE),mcg,238,131,BRC0516N,Nome não encontrado
Vitamina A (RAE),mcg,119,"65,8",BRC0516N,Nome não encontrado
Vitamina D,mcg,,,BRC0516N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,14","1,73",BRC0516N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0516N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0516N,Nome não encontrado
Niacina,mg,"1,15","0,63",BRC0516N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0516N,Nome não encontrado
Vitamina B12,mcg,"1,56","0,86",BRC0516N,Nome não encontrado
Vitamina C,mg,"2,97","1,63",BRC0516N,Nome não encontrado
Equivalente de folato,mcg,"9,16","5,04",BRC0516N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0516N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0516N,Nome não encontrado
Gordura de adição,g,-,-,BRC0516N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0516N,Nome não encontrado
Proteína animal,g,-,-,BRC0516N,Nome não encontrado
