componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,239,167,BRC0519B,Nome não encontrado
Energia,kcal,58,40,BRC0519B,Nome não encontrado
Umidade,g,"87,4","61,2",BRC0519B,Nome não encontrado
Carboidrato total,g,"4,54","3,17",BRC0519B,Nome não encontrado
Carboidrato disponível,g,"1,59","1,12",BRC0519B,Nome não encontrado
Proteína,g,"2,74","1,92",BRC0519B,Nome não encontrado
Lipídios,g,"3,84","2,69",BRC0519B,Nome não encontrado
Fibra alimentar,g,"2,94","2,06",BRC0519B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0519B,Nome não encontrado
Cinzas,g,"1,44","1,01",BRC0519B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0519B,Nome não encontrado
Ácidos graxos saturados,g,"0,60","0,42",BRC0519B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,43","1,70",BRC0519B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,50","0,35",BRC0519B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0519B,Nome não encontrado
Cálcio,mg,196,137,BRC0519B,Nome não encontrado
Ferro,mg,"0,76","0,53",BRC0519B,Nome não encontrado
Sódio,mg,"61,5","43,1",BRC0519B,Nome não encontrado
Magnésio,mg,"39,6","27,7",BRC0519B,Nome não encontrado
Fósforo,mg,"46,7","32,7",BRC0519B,Nome não encontrado
Potássio,mg,536,375,BRC0519B,Nome não encontrado
Manganês,mg,"0,70","0,49",BRC0519B,Nome não encontrado
Zinco,mg,"0,43","0,30",BRC0519B,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0519B,Nome não encontrado
Selênio,mcg,"2,82","1,98",BRC0519B,Nome não encontrado
Vitamina A (RE),mcg,607,425,BRC0519B,Nome não encontrado
Vitamina A (RAE),mcg,303,212,BRC0519B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0519B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,45","1,02",BRC0519B,Nome não encontrado
Tiamina,mg,"0,20","0,14",BRC0519B,Nome não encontrado
Riboflavina,mg,"0,29","0,20",BRC0519B,Nome não encontrado
Niacina,mg,"2,09","1,46",BRC0519B,Nome não encontrado
Vitamina B6,mg,"0,08","0,06",BRC0519B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0519B,Nome não encontrado
Vitamina C,mg,"95,7","67,0",BRC0519B,Nome não encontrado
Equivalente de folato,mcg,"78,7","55,1",BRC0519B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0519B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0519B,Nome não encontrado
Gordura de adição,g,-,-,BRC0519B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0519B,Nome não encontrado
Proteína animal,g,-,-,BRC0519B,Nome não encontrado
