componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,451,270,180,BRC0869B,Nome não encontrado
Energia,kcal,108,64,43,BRC0869B,Nome não encontrado
Umidade,g,"77,1","46,2","30,8",BRC0869B,Nome não encontrado
Carboidrato total,g,"16,8","10,1","6,71",BRC0869B,Nome não encontrado
Carboidrato disponível,g,"15,3","9,17","6,11",BRC0869B,Nome não encontrado
Proteína,g,"1,04","0,62","0,42",BRC0869B,Nome não encontrado
Lipídios,g,"4,38","2,63","1,75",BRC0869B,Nome não encontrado
Fibra alimentar,g,"1,50","0,90","0,60",BRC0869B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0869B,Nome não encontrado
Cinzas,g,"0,73","0,44","0,29",BRC0869B,Nome não encontrado
Colesterol,mg,"11,0","6,58","4,39",BRC0869B,Nome não encontrado
Ácidos graxos saturados,g,"2,58","1,55","1,03",BRC0869B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,13","0,68","0,45",BRC0869B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,06","0,04",BRC0869B,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,08","0,05",BRC0869B,Nome não encontrado
Cálcio,mg,"21,0","12,6","8,41",BRC0869B,Nome não encontrado
Ferro,mg,"0,37","0,22","0,15",BRC0869B,Nome não encontrado
Sódio,mg,"8,34","5,01","3,34",BRC0869B,Nome não encontrado
Magnésio,mg,"7,51","4,51","3,00",BRC0869B,Nome não encontrado
Fósforo,mg,"33,7","20,2","13,5",BRC0869B,Nome não encontrado
Potássio,mg,234,140,"93,7",BRC0869B,Nome não encontrado
Manganês,mg,"0,19","0,11","0,07",BRC0869B,Nome não encontrado
Zinco,mg,"0,36","0,22","0,14",BRC0869B,Nome não encontrado
Cobre,mg,"0,13","0,08","0,05",BRC0869B,Nome não encontrado
Selênio,mcg,"0,81","0,48","0,32",BRC0869B,Nome não encontrado
Vitamina A (RE),mcg,"61,5","36,9","24,6",BRC0869B,Nome não encontrado
Vitamina A (RAE),mcg,"56,2","33,7","22,5",BRC0869B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0869B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,22","0,13","0,09",BRC0869B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0869B,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0869B,Nome não encontrado
Niacina,mg,"1,84","1,11","0,74",BRC0869B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0869B,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03","0,02",BRC0869B,Nome não encontrado
Vitamina C,mg,"14,6","8,77","5,84",BRC0869B,Nome não encontrado
Equivalente de folato,mcg,"6,60","3,96","2,64",BRC0869B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0869B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0869B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0869B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0869B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0869B,Nome não encontrado
