componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,566,339,BRC0702A,Nome não encontrado
Energia,kcal,136,81,BRC0702A,Nome não encontrado
Umidade,g,"73,4","44,0",BRC0702A,Nome não encontrado
Carboidrato total,g,"14,6","8,76",BRC0702A,Nome não encontrado
Carboidrato disponível,g,"12,5","7,52",BRC0702A,Nome não encontrado
Proteína,g,"4,13","2,48",BRC0702A,Nome não encontrado
Lipídios,g,"7,20","4,32",BRC0702A,Nome não encontrado
Fibra alimentar,g,"2,07","1,24",BRC0702A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0702A,Nome não encontrado
Cinzas,g,"0,68","0,41",BRC0702A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0702A,Nome não encontrado
Ácidos graxos saturados,g,"1,18","0,71",BRC0702A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,25","1,95",BRC0702A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,29","1,37",BRC0702A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0702A,Nome não encontrado
Cálcio,mg,"24,3","14,6",BRC0702A,Nome não encontrado
Ferro,mg,"1,22","0,73",BRC0702A,Nome não encontrado
Sódio,mg,"16,8","10,1",BRC0702A,Nome não encontrado
Magnésio,mg,"36,3","21,8",BRC0702A,Nome não encontrado
Fósforo,mg,"76,0","45,6",BRC0702A,Nome não encontrado
Potássio,mg,192,115,BRC0702A,Nome não encontrado
Manganês,mg,"0,36","0,22",BRC0702A,Nome não encontrado
Zinco,mg,"0,71","0,43",BRC0702A,Nome não encontrado
Cobre,mg,"0,19","0,11",BRC0702A,Nome não encontrado
Selênio,mcg,"12,2","7,33",BRC0702A,Nome não encontrado
Vitamina A (RE),mcg,173,104,BRC0702A,Nome não encontrado
Vitamina A (RAE),mcg,"93,1","55,9",BRC0702A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0702A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,62","0,37",BRC0702A,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0702A,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0702A,Nome não encontrado
Niacina,mg,"0,69","0,41",BRC0702A,Nome não encontrado
Vitamina B6,mg,"0,11","0,06",BRC0702A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0702A,Nome não encontrado
Vitamina C,mg,"1,60","0,96",BRC0702A,Nome não encontrado
Equivalente de folato,mcg,"24,5","14,7",BRC0702A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0702A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0702A,Nome não encontrado
Gordura de adição,g,-,-,BRC0702A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0702A,Nome não encontrado
Proteína animal,g,-,-,BRC0702A,Nome não encontrado
