componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,3096,928,BRC0014U,Nome não encontrado
Energia,kcal,752,225,BRC0014U,Nome não encontrado
Umidade,g,"1,36","0,41",BRC0014U,Nome não encontrado
Carboidrato total,g,"13,8","4,15",BRC0014U,Nome não encontrado
Carboidrato disponível,g,"5,22","1,57",BRC0014U,Nome não encontrado
Proteína,g,"7,91","2,37",BRC0014U,Nome não encontrado
Lipídios,g,"75,8","22,7",BRC0014U,Nome não encontrado
Fibra alimentar,g,"8,60","2,58",BRC0014U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0014U,Nome não encontrado
Cinzas,g,"1,14","0,34",BRC0014U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0014U,Nome não encontrado
Ácidos graxos saturados,g,"12,1","3,62",BRC0014U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"58,9","17,7",BRC0014U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,50","0,45",BRC0014U,Nome não encontrado
Ácidos graxos trans,g,,,BRC0014U,Nome não encontrado
Cálcio,mg,"85,0","25,5",BRC0014U,Nome não encontrado
Ferro,mg,"3,69","1,11",BRC0014U,Nome não encontrado
Sódio,mg,"5,00","1,50",BRC0014U,Nome não encontrado
Magnésio,mg,130,"39,0",BRC0014U,Nome não encontrado
Fósforo,mg,188,"56,4",BRC0014U,Nome não encontrado
Potássio,mg,368,110,BRC0014U,Nome não encontrado
Manganês,mg,"4,13","1,24",BRC0014U,Nome não encontrado
Zinco,mg,"5,00","1,50",BRC0014U,Nome não encontrado
Cobre,mg,"0,76","0,23",BRC0014U,Nome não encontrado
Selênio,mcg,"3,60","1,08",BRC0014U,Nome não encontrado
Vitamina A (RE),mcg,-,-,BRC0014U,Nome não encontrado
Vitamina A (RAE),mcg,-,-,BRC0014U,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0014U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,54","0,16",BRC0014U,Nome não encontrado
Tiamina,mg,"2,00","0,60",BRC0014U,Nome não encontrado
Riboflavina,mg,"0,16","0,05",BRC0014U,Nome não encontrado
Niacina,mg,"2,47","0,74",BRC0014U,Nome não encontrado
Vitamina B6,mg,"0,28","0,08",BRC0014U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0014U,Nome não encontrado
Vitamina C,mg,"1,20","0,36",BRC0014U,Nome não encontrado
Equivalente de folato,mcg,"11,0","3,30",BRC0014U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0014U,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0014U,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0014U,Nome não encontrado
Proteína vegetal,g,"7,91","2,37",BRC0014U,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0014U,Nome não encontrado
