componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,1486,1188,BRC0137B,Nome não encontrado
Energia,kcal,353,282,BRC0137B,Nome não encontrado
Umidade,g,"24,9","19,9",BRC0137B,Nome não encontrado
Carboidrato total,g,"63,6","50,9",BRC0137B,Nome não encontrado
Carboidrato disponível,g,"63,6","50,9",BRC0137B,Nome não encontrado
Proteína,g,"0,09","0,07",BRC0137B,Nome não encontrado
Lipídios,g,"10,9","8,73",BRC0137B,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0137B,Nome não encontrado
Álcool,g,,,BRC0137B,Nome não encontrado
Cinzas,g,"0,51","0,41",BRC0137B,Nome não encontrado
Colesterol,mg,"31,2","25,0",BRC0137B,Nome não encontrado
Ácidos graxos saturados,g,"6,05","4,84",BRC0137B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,96","2,37",BRC0137B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,15",BRC0137B,Nome não encontrado
Ácidos graxos trans,g,"0,33","0,26",BRC0137B,Nome não encontrado
Cálcio,mg,"30,0","24,0",BRC0137B,Nome não encontrado
Ferro,mg,"0,24","0,19",BRC0137B,Nome não encontrado
Sódio,mg,157,126,BRC0137B,Nome não encontrado
Magnésio,mg,"3,22","2,57",BRC0137B,Nome não encontrado
Fósforo,mg,"8,43","6,74",BRC0137B,Nome não encontrado
Potássio,mg,"19,3","15,4",BRC0137B,Nome não encontrado
Manganês,mg,"0,06","0,05",BRC0137B,Nome não encontrado
Zinco,mg,"0,04","0,03",BRC0137B,Nome não encontrado
Cobre,mg,"0,01","0,01",BRC0137B,Nome não encontrado
Selênio,mcg,"0,14","0,11",BRC0137B,Nome não encontrado
Vitamina A (RE),mcg,135,108,BRC0137B,Nome não encontrado
Vitamina A (RAE),mcg,133,106,BRC0137B,Nome não encontrado
Vitamina D,mcg,,,BRC0137B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,31","0,25",BRC0137B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0137B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0137B,Nome não encontrado
Niacina,mg,traços,traços,BRC0137B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0137B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0137B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0137B,Nome não encontrado
Equivalente de folato,mcg,"0,40","0,32",BRC0137B,Nome não encontrado
Sal de adição,g,,,BRC0137B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0137B,Nome não encontrado
Gordura de adição,g,-,-,BRC0137B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0137B,Nome não encontrado
Proteína animal,g,-,-,BRC0137B,Nome não encontrado
