componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,751,412,300,BRC0539A,Nome não encontrado
Energia,kcal,180,98,71,BRC0539A,Nome não encontrado
Umidade,g,"65,5","36,0","26,2",BRC0539A,Nome não encontrado
Carboidrato total,g,"22,5","12,4","8,99",BRC0539A,Nome não encontrado
Carboidrato disponível,g,"20,9","11,5","8,36",BRC0539A,Nome não encontrado
Proteína,g,"2,35","1,29","0,94",BRC0539A,Nome não encontrado
Lipídios,g,"9,27","5,10","3,71",BRC0539A,Nome não encontrado
Fibra alimentar,g,"1,56","0,86","0,62",BRC0539A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Cinzas,g,"0,43","0,24","0,17",BRC0539A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Ácidos graxos saturados,g,"5,75","3,16","2,30",BRC0539A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,79","0,44","0,32",BRC0539A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","0,72","0,53",BRC0539A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0539A,Nome não encontrado
Cálcio,mg,"6,57","3,61","2,63",BRC0539A,Nome não encontrado
Ferro,mg,"0,43","0,24","0,17",BRC0539A,Nome não encontrado
Sódio,mg,"9,38","5,16","3,75",BRC0539A,Nome não encontrado
Magnésio,mg,"24,3","13,4","9,73",BRC0539A,Nome não encontrado
Fósforo,mg,"30,2","16,6","12,1",BRC0539A,Nome não encontrado
Potássio,mg,"89,7","49,3","35,9",BRC0539A,Nome não encontrado
Manganês,mg,"0,81","0,44","0,32",BRC0539A,Nome não encontrado
Zinco,mg,"0,58","0,32","0,23",BRC0539A,Nome não encontrado
Cobre,mg,"0,16","0,09","0,06",BRC0539A,Nome não encontrado
Selênio,mcg,"2,26","1,24","0,90",BRC0539A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,17","0,13",BRC0539A,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0539A,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0539A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0539A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Vitamina C,mg,"1,01","0,56","0,40",BRC0539A,Nome não encontrado
Equivalente de folato,mcg,"7,07","3,89","2,83",BRC0539A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0539A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0539A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0539A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0539A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0539A,Nome não encontrado
