componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,426,255,BRC0616A,Nome não encontrado
Energia,kcal,109,65,BRC0616A,Nome não encontrado
Umidade,g,"79,4","47,7",BRC0616A,Nome não encontrado
Carboidrato total,g,"8,98","5,39",BRC0616A,Nome não encontrado
Carboidrato disponível,g,"7,81","4,69",BRC0616A,Nome não encontrado
Proteína,g,"3,70","2,22",BRC0616A,Nome não encontrado
Lipídios,g,"6,76","4,05",BRC0616A,Nome não encontrado
Fibra alimentar,g,"1,17","0,70",BRC0616A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0616A,Nome não encontrado
Cinzas,g,"1,12","0,67",BRC0616A,Nome não encontrado
Colesterol,mg,"55,2","33,1",BRC0616A,Nome não encontrado
Ácidos graxos saturados,g,"3,10","1,86",BRC0616A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,86","1,11",BRC0616A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,11","0,67",BRC0616A,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,06",BRC0616A,Nome não encontrado
Cálcio,mg,"63,5","38,1",BRC0616A,Nome não encontrado
Ferro,mg,"0,52","0,31",BRC0616A,Nome não encontrado
Sódio,mg,240,144,BRC0616A,Nome não encontrado
Magnésio,mg,"12,0","7,23",BRC0616A,Nome não encontrado
Fósforo,mg,"68,9","41,3",BRC0616A,Nome não encontrado
Potássio,mg,189,113,BRC0616A,Nome não encontrado
Manganês,mg,"0,08","0,05",BRC0616A,Nome não encontrado
Zinco,mg,"0,42","0,25",BRC0616A,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0616A,Nome não encontrado
Selênio,mcg,"4,97","2,98",BRC0616A,Nome não encontrado
Vitamina A (RE),mcg,351,210,BRC0616A,Nome não encontrado
Vitamina A (RAE),mcg,210,126,BRC0616A,Nome não encontrado
Vitamina D,mcg,"0,76","0,46",BRC0616A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,14","0,68",BRC0616A,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0616A,Nome não encontrado
Riboflavina,mg,"0,12","0,07",BRC0616A,Nome não encontrado
Niacina,mg,"1,43","0,86",BRC0616A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0616A,Nome não encontrado
Vitamina B12,mcg,"0,24","0,14",BRC0616A,Nome não encontrado
Vitamina C,mg,"0,33","0,20",BRC0616A,Nome não encontrado
Equivalente de folato,mcg,"12,6","7,58",BRC0616A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0616A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0616A,Nome não encontrado
Gordura de adição,g,-,-,BRC0616A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0616A,Nome não encontrado
Proteína animal,g,-,-,BRC0616A,Nome não encontrado
