componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,152,83,BRC0679N,Nome não encontrado
Energia,kcal,36,19,BRC0679N,Nome não encontrado
Umidade,g,"88,4","48,6",BRC0679N,Nome não encontrado
Carboidrato total,g,"7,89","4,34",BRC0679N,Nome não encontrado
Carboidrato disponível,g,"4,01","2,21",BRC0679N,Nome não encontrado
Proteína,g,"2,50","1,37",BRC0679N,Nome não encontrado
Lipídios,g,"0,28","0,15",BRC0679N,Nome não encontrado
Fibra alimentar,g,"3,88","2,13",BRC0679N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0679N,Nome não encontrado
Cinzas,g,"0,97","0,53",BRC0679N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0679N,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,03",BRC0679N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,03",BRC0679N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,07",BRC0679N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0679N,Nome não encontrado
Cálcio,mg,"18,8","10,3",BRC0679N,Nome não encontrado
Ferro,mg,"0,65","0,36",BRC0679N,Nome não encontrado
Sódio,mg,142,"78,4",BRC0679N,Nome não encontrado
Magnésio,mg,"23,4","12,9",BRC0679N,Nome não encontrado
Fósforo,mg,"49,3","27,1",BRC0679N,Nome não encontrado
Potássio,mg,217,119,BRC0679N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0679N,Nome não encontrado
Zinco,mg,"0,78","0,43",BRC0679N,Nome não encontrado
Cobre,mg,"0,23","0,12",BRC0679N,Nome não encontrado
Selênio,mcg,"1,13","0,62",BRC0679N,Nome não encontrado
Vitamina A (RE),mcg,"28,8","15,9",BRC0679N,Nome não encontrado
Vitamina A (RAE),mcg,"14,6","8,04",BRC0679N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0679N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,02",BRC0679N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0679N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0679N,Nome não encontrado
Niacina,mg,"0,08","0,05",BRC0679N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0679N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0679N,Nome não encontrado
Vitamina C,mg,"1,95","1,07",BRC0679N,Nome não encontrado
Equivalente de folato,mcg,"46,8","25,8",BRC0679N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0679N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0679N,Nome não encontrado
Gordura de adição,g,-,-,BRC0679N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0679N,Nome não encontrado
Proteína animal,g,-,-,BRC0679N,Nome não encontrado
