componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,164,40,24,BRC0204B,Nome não encontrado
Energia,kcal,39,9,5,BRC0204B,Nome não encontrado
Umidade,g,"89,7","22,4","13,5",BRC0204B,Nome não encontrado
Carboidrato total,g,"5,70","1,42","0,85",BRC0204B,Nome não encontrado
Carboidrato disponível,g,"3,21","0,80","0,48",BRC0204B,Nome não encontrado
Proteína,g,"2,07","0,52","0,31",BRC0204B,Nome não encontrado
Lipídios,g,"1,46","0,36","0,22",BRC0204B,Nome não encontrado
Fibra alimentar,g,"2,48","0,62","0,37",BRC0204B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0204B,Nome não encontrado
Cinzas,g,"1,03","0,26","0,15",BRC0204B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0204B,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,08","0,05",BRC0204B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,31","0,08","0,05",BRC0204B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,19","0,11",BRC0204B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0204B,Nome não encontrado
Cálcio,mg,"20,9","5,22","3,13",BRC0204B,Nome não encontrado
Ferro,mg,"0,48","0,12","0,07",BRC0204B,Nome não encontrado
Sódio,mg,131,"32,9","19,8",BRC0204B,Nome não encontrado
Magnésio,mg,"14,3","3,57","2,14",BRC0204B,Nome não encontrado
Fósforo,mg,"67,7","16,9","10,2",BRC0204B,Nome não encontrado
Potássio,mg,302,"75,6","45,3",BRC0204B,Nome não encontrado
Manganês,mg,"0,15","0,04","0,02",BRC0204B,Nome não encontrado
Zinco,mg,"0,45","0,11","0,07",BRC0204B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,01",BRC0204B,Nome não encontrado
Selênio,mcg,"0,61","0,15","0,09",BRC0204B,Nome não encontrado
Vitamina A (RE),mcg,"1,75","0,44","0,26",BRC0204B,Nome não encontrado
Vitamina A (RAE),mcg,"0,87","0,22","0,13",BRC0204B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0204B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,06","0,03",BRC0204B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,01",BRC0204B,Nome não encontrado
Riboflavina,mg,"0,10","0,02","0,01",BRC0204B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0204B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0204B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0204B,Nome não encontrado
Vitamina C,mg,"32,8","8,19","4,92",BRC0204B,Nome não encontrado
Equivalente de folato,mcg,"41,5","10,4","6,22",BRC0204B,Nome não encontrado
Sal de adição,g,"0,32","0,08","0,05",BRC0204B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0204B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0204B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0204B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0204B,Nome não encontrado
