componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,181,99,BRC0685N,Nome não encontrado
Energia,kcal,43,23,BRC0685N,Nome não encontrado
Umidade,g,"87,7","48,2",BRC0685N,Nome não encontrado
Carboidrato total,g,"8,35","4,59",BRC0685N,Nome não encontrado
Carboidrato disponível,g,"5,01","2,76",BRC0685N,Nome não encontrado
Proteína,g,"2,57","1,41",BRC0685N,Nome não encontrado
Lipídios,g,"0,69","0,38",BRC0685N,Nome não encontrado
Fibra alimentar,g,"3,34","1,84",BRC0685N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0685N,Nome não encontrado
Cinzas,g,"0,69","0,38",BRC0685N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0685N,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,07",BRC0685N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,15","0,08",BRC0685N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,21",BRC0685N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0685N,Nome não encontrado
Cálcio,mg,"18,4","10,1",BRC0685N,Nome não encontrado
Ferro,mg,"0,61","0,33",BRC0685N,Nome não encontrado
Sódio,mg,"42,7","23,5",BRC0685N,Nome não encontrado
Magnésio,mg,"24,8","13,6",BRC0685N,Nome não encontrado
Fósforo,mg,"51,1","28,1",BRC0685N,Nome não encontrado
Potássio,mg,225,123,BRC0685N,Nome não encontrado
Manganês,mg,"0,17","0,10",BRC0685N,Nome não encontrado
Zinco,mg,"0,39","0,21",BRC0685N,Nome não encontrado
Cobre,mg,"0,10","0,06",BRC0685N,Nome não encontrado
Selênio,mcg,"0,20","0,11",BRC0685N,Nome não encontrado
Vitamina A (RE),mcg,"28,9","15,9",BRC0685N,Nome não encontrado
Vitamina A (RAE),mcg,"14,7","8,07",BRC0685N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0685N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,35","0,19",BRC0685N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0685N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0685N,Nome não encontrado
Niacina,mg,"0,08","0,05",BRC0685N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0685N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0685N,Nome não encontrado
Vitamina C,mg,"2,11","1,16",BRC0685N,Nome não encontrado
Equivalente de folato,mcg,"49,8","27,4",BRC0685N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0685N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0685N,Nome não encontrado
Gordura de adição,g,-,-,BRC0685N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0685N,Nome não encontrado
Proteína animal,g,-,-,BRC0685N,Nome não encontrado
