componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,401,220,BRC0494N,Nome não encontrado
Energia,kcal,95,52,BRC0494N,Nome não encontrado
Umidade,g,"78,4","43,1",BRC0494N,Nome não encontrado
Carboidrato total,g,"3,72","2,04",BRC0494N,Nome não encontrado
Carboidrato disponível,g,"2,85","1,57",BRC0494N,Nome não encontrado
Proteína,g,"14,0","7,71",BRC0494N,Nome não encontrado
Lipídios,g,"2,91","1,60",BRC0494N,Nome não encontrado
Fibra alimentar,g,"0,87","0,48",BRC0494N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0494N,Nome não encontrado
Cinzas,g,"0,96","0,53",BRC0494N,Nome não encontrado
Colesterol,mg,"47,2","26,0",BRC0494N,Nome não encontrado
Ácidos graxos saturados,g,"1,18","0,65",BRC0494N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,20","0,66",BRC0494N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,17","0,09",BRC0494N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,02",BRC0494N,Nome não encontrado
Cálcio,mg,"6,64","3,65",BRC0494N,Nome não encontrado
Ferro,mg,"1,23","0,68",BRC0494N,Nome não encontrado
Sódio,mg,123,"67,8",BRC0494N,Nome não encontrado
Magnésio,mg,"14,2","7,79",BRC0494N,Nome não encontrado
Fósforo,mg,120,"66,1",BRC0494N,Nome não encontrado
Potássio,mg,220,121,BRC0494N,Nome não encontrado
Manganês,mg,"0,08","0,04",BRC0494N,Nome não encontrado
Zinco,mg,"3,09","1,70",BRC0494N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0494N,Nome não encontrado
Selênio,mcg,"0,39","0,21",BRC0494N,Nome não encontrado
Vitamina A (RE),mcg,133,"73,6",BRC0494N,Nome não encontrado
Vitamina A (RAE),mcg,"67,1","36,9",BRC0494N,Nome não encontrado
Vitamina D,mcg,,,BRC0494N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,69","0,93",BRC0494N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0494N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0494N,Nome não encontrado
Niacina,mg,"1,20","0,66",BRC0494N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0494N,Nome não encontrado
Vitamina B12,mcg,"1,55","0,85",BRC0494N,Nome não encontrado
Vitamina C,mg,"2,84","1,56",BRC0494N,Nome não encontrado
Equivalente de folato,mcg,"10,7","5,90",BRC0494N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0494N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0494N,Nome não encontrado
Gordura de adição,g,-,-,BRC0494N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0494N,Nome não encontrado
Proteína animal,g,-,-,BRC0494N,Nome não encontrado
