componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,445,444,BRC0134G,Nome não encontrado
Energia,kcal,106,105,BRC0134G,Nome não encontrado
Umidade,g,"76,8","76,8",BRC0134G,Nome não encontrado
Carboidrato total,g,"12,3","12,3",BRC0134G,Nome não encontrado
Carboidrato disponível,g,"12,3","12,3",BRC0134G,Nome não encontrado
Proteína,g,"7,33","7,33",BRC0134G,Nome não encontrado
Lipídios,g,"3,00","3,00",BRC0134G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0134G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0134G,Nome não encontrado
Cinzas,g,"0,56","0,56",BRC0134G,Nome não encontrado
Colesterol,mg,"10,00","10,00",BRC0134G,Nome não encontrado
Ácidos graxos saturados,g,"1,60","1,60",BRC0134G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,27","1,27",BRC0134G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,22",BRC0134G,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0134G,Nome não encontrado
Cálcio,mg,"100,0","100,0",BRC0134G,Nome não encontrado
Ferro,mg,"0,00","0,00",BRC0134G,Nome não encontrado
Sódio,mg,"37,0","37,0",BRC0134G,Nome não encontrado
Magnésio,mg,"10,00","10,00",BRC0134G,Nome não encontrado
Fósforo,mg,109,109,BRC0134G,Nome não encontrado
Potássio,mg,113,113,BRC0134G,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0134G,Nome não encontrado
Zinco,mg,"0,41","0,41",BRC0134G,Nome não encontrado
Cobre,mg,"0,02","0,02",BRC0134G,Nome não encontrado
Selênio,mcg,"9,60","9,60",BRC0134G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0134G,Nome não encontrado
Vitamina A (RAE),mcg,"46,0","46,0",BRC0134G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0134G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,07",BRC0134G,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0134G,Nome não encontrado
Riboflavina,mg,"0,24","0,24",BRC0134G,Nome não encontrado
Niacina,mg,"0,21","0,21",BRC0134G,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0134G,Nome não encontrado
Vitamina B12,mcg,"0,50","0,50",BRC0134G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0134G,Nome não encontrado
Equivalente de folato,mcg,"5,00","5,00",BRC0134G,Nome não encontrado
Sal de adição,g,,,BRC0134G,Nome não encontrado
Açúcar de adição,g,,,BRC0134G,Nome não encontrado
Gordura de adição,g,,,BRC0134G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0134G,Nome não encontrado
Proteína animal,g,"7,33","7,33",BRC0134G,Nome não encontrado
