componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,340,187,BRC0247N,Nome não encontrado
Energia,kcal,81,44,BRC0247N,Nome não encontrado
Umidade,g,"83,2","45,7",BRC0247N,Nome não encontrado
Carboidrato total,g,"7,79","4,28",BRC0247N,Nome não encontrado
Carboidrato disponível,g,"7,04","3,87",BRC0247N,Nome não encontrado
Proteína,g,"4,83","2,66",BRC0247N,Nome não encontrado
Lipídios,g,"3,58","1,97",BRC0247N,Nome não encontrado
Fibra alimentar,g,"0,75","0,41",BRC0247N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0247N,Nome não encontrado
Cinzas,g,"0,64","0,35",BRC0247N,Nome não encontrado
Colesterol,mg,146,"80,5",BRC0247N,Nome não encontrado
Ácidos graxos saturados,g,"1,09","0,60",BRC0247N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,42","0,78",BRC0247N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,42","0,23",BRC0247N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0247N,Nome não encontrado
Cálcio,mg,"23,2","12,8",BRC0247N,Nome não encontrado
Ferro,mg,"0,71","0,39",BRC0247N,Nome não encontrado
Sódio,mg,"52,5","28,9",BRC0247N,Nome não encontrado
Magnésio,mg,"7,53","4,14",BRC0247N,Nome não encontrado
Fósforo,mg,"79,6","43,8",BRC0247N,Nome não encontrado
Potássio,mg,155,"85,3",BRC0247N,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0247N,Nome não encontrado
Zinco,mg,"0,59","0,32",BRC0247N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0247N,Nome não encontrado
Selênio,mcg,"6,23","3,43",BRC0247N,Nome não encontrado
Vitamina A (RE),mcg,"20,2","11,1",BRC0247N,Nome não encontrado
Vitamina A (RAE),mcg,"10,3","5,67",BRC0247N,Nome não encontrado
Vitamina D,mcg,"0,72","0,40",BRC0247N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,22",BRC0247N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0247N,Nome não encontrado
Riboflavina,mg,"0,11","0,06",BRC0247N,Nome não encontrado
Niacina,mg,"0,78","0,43",BRC0247N,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0247N,Nome não encontrado
Vitamina B12,mcg,"0,37","0,21",BRC0247N,Nome não encontrado
Vitamina C,mg,"6,27","3,45",BRC0247N,Nome não encontrado
Equivalente de folato,mcg,"18,4","10,1",BRC0247N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0247N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0247N,Nome não encontrado
Gordura de adição,g,-,-,BRC0247N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0247N,Nome não encontrado
Proteína animal,g,-,-,BRC0247N,Nome não encontrado
