componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,88,22,BRC0212B,Nome não encontrado
Energia,kcal,22,5,BRC0212B,Nome não encontrado
Umidade,g,"93,4","23,3",BRC0212B,Nome não encontrado
Carboidrato total,g,"4,07","1,02",BRC0212B,Nome não encontrado
Carboidrato disponível,g,"2,93","0,73",BRC0212B,Nome não encontrado
Proteína,g,"1,47","0,37",BRC0212B,Nome não encontrado
Lipídios,g,"0,11","0,03",BRC0212B,Nome não encontrado
Fibra alimentar,g,"1,14","0,29",BRC0212B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0212B,Nome não encontrado
Cinzas,g,"0,97","0,24",BRC0212B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0212B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0212B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0212B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01",BRC0212B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0212B,Nome não encontrado
Cálcio,mg,"41,7","10,4",BRC0212B,Nome não encontrado
Ferro,mg,"0,21","0,05",BRC0212B,Nome não encontrado
Sódio,mg,128,"32,2",BRC0212B,Nome não encontrado
Magnésio,mg,"6,37","1,59",BRC0212B,Nome não encontrado
Fósforo,mg,"36,7","9,19",BRC0212B,Nome não encontrado
Potássio,mg,122,"30,6",BRC0212B,Nome não encontrado
Manganês,mg,"0,10","0,02",BRC0212B,Nome não encontrado
Zinco,mg,"0,24","0,06",BRC0212B,Nome não encontrado
Cobre,mg,"0,10","0,03",BRC0212B,Nome não encontrado
Selênio,mcg,"0,73","0,18",BRC0212B,Nome não encontrado
Vitamina A (RE),mcg,"69,2","17,3",BRC0212B,Nome não encontrado
Vitamina A (RAE),mcg,"34,6","8,65",BRC0212B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0212B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,02","0,26",BRC0212B,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0212B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0212B,Nome não encontrado
Niacina,mg,traços,traços,BRC0212B,Nome não encontrado
Vitamina B6,mg,"0,10","0,03",BRC0212B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0212B,Nome não encontrado
Vitamina C,mg,"9,20","2,30",BRC0212B,Nome não encontrado
Equivalente de folato,mcg,"3,78","0,95",BRC0212B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0212B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0212B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0212B,Nome não encontrado
Proteína vegetal,g,"1,47","0,37",BRC0212B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0212B,Nome não encontrado
