componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,461,253,BRC0588N,Nome não encontrado
Energia,kcal,110,60,BRC0588N,Nome não encontrado
Umidade,g,"76,4","42,0",BRC0588N,Nome não encontrado
Carboidrato total,g,"5,80","3,19",BRC0588N,Nome não encontrado
Carboidrato disponível,g,"3,94","2,17",BRC0588N,Nome não encontrado
Proteína,g,"12,2","6,71",BRC0588N,Nome não encontrado
Lipídios,g,"4,64","2,55",BRC0588N,Nome não encontrado
Fibra alimentar,g,"1,86","1,02",BRC0588N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0588N,Nome não encontrado
Cinzas,g,"0,95","0,52",BRC0588N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0588N,Nome não encontrado
Ácidos graxos saturados,g,"1,31","0,72",BRC0588N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,50","1,37",BRC0588N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","0,29",BRC0588N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0588N,Nome não encontrado
Cálcio,mg,"10,4","5,72",BRC0588N,Nome não encontrado
Ferro,mg,"1,26","0,69",BRC0588N,Nome não encontrado
Sódio,mg,119,"65,9",BRC0588N,Nome não encontrado
Magnésio,mg,"18,7","10,3",BRC0588N,Nome não encontrado
Fósforo,mg,112,"62,1",BRC0588N,Nome não encontrado
Potássio,mg,250,137,BRC0588N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0588N,Nome não encontrado
Zinco,mg,"2,67","1,47",BRC0588N,Nome não encontrado
Cobre,mg,"0,09","0,05",BRC0588N,Nome não encontrado
Selênio,mcg,"0,19","0,11",BRC0588N,Nome não encontrado
Vitamina A (RE),mcg,142,"78,5",BRC0588N,Nome não encontrado
Vitamina A (RAE),mcg,"71,6","39,4",BRC0588N,Nome não encontrado
Vitamina D,mcg,,,BRC0588N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,26","0,69",BRC0588N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0588N,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0588N,Nome não encontrado
Niacina,mg,"1,11","0,61",BRC0588N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0588N,Nome não encontrado
Vitamina B12,mcg,"1,27","0,70",BRC0588N,Nome não encontrado
Vitamina C,mg,"1,39","0,76",BRC0588N,Nome não encontrado
Equivalente de folato,mcg,"22,9","12,6",BRC0588N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0588N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0588N,Nome não encontrado
Gordura de adição,g,-,-,BRC0588N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0588N,Nome não encontrado
Proteína animal,g,-,-,BRC0588N,Nome não encontrado
