componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,481,264,BRC0225N,Nome não encontrado
Energia,kcal,115,63,BRC0225N,Nome não encontrado
Umidade,g,"77,3","42,5",BRC0225N,Nome não encontrado
Carboidrato total,g,"5,23","2,88",BRC0225N,Nome não encontrado
Carboidrato disponível,g,"3,97","2,19",BRC0225N,Nome não encontrado
Proteína,g,"10,7","5,90",BRC0225N,Nome não encontrado
Lipídios,g,"5,97","3,28",BRC0225N,Nome não encontrado
Fibra alimentar,g,"1,26","0,69",BRC0225N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0225N,Nome não encontrado
Cinzas,g,"0,82","0,45",BRC0225N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0225N,Nome não encontrado
Ácidos graxos saturados,g,"2,28","1,26",BRC0225N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,77","0,98",BRC0225N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,36","0,75",BRC0225N,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08",BRC0225N,Nome não encontrado
Cálcio,mg,"16,1","8,83",BRC0225N,Nome não encontrado
Ferro,mg,"1,03","0,57",BRC0225N,Nome não encontrado
Sódio,mg,120,"66,4",BRC0225N,Nome não encontrado
Magnésio,mg,"11,9","6,53",BRC0225N,Nome não encontrado
Fósforo,mg,"74,3","40,8",BRC0225N,Nome não encontrado
Potássio,mg,180,"99,4",BRC0225N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0225N,Nome não encontrado
Zinco,mg,"2,91","1,60",BRC0225N,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0225N,Nome não encontrado
Selênio,mcg,"0,27","0,15",BRC0225N,Nome não encontrado
Vitamina A (RE),mcg,"86,8","47,7",BRC0225N,Nome não encontrado
Vitamina A (RAE),mcg,"43,6","24,0",BRC0225N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0225N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,51","0,28",BRC0225N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0225N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0225N,Nome não encontrado
Niacina,mg,"0,65","0,36",BRC0225N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0225N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0225N,Nome não encontrado
Vitamina C,mg,"9,21","5,06",BRC0225N,Nome não encontrado
Equivalente de folato,mcg,"20,9","11,5",BRC0225N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0225N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0225N,Nome não encontrado
Gordura de adição,g,-,-,BRC0225N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0225N,Nome não encontrado
Proteína animal,g,-,-,BRC0225N,Nome não encontrado
