componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,462,254,184,BRC1026A,Nome não encontrado
Energia,kcal,109,60,43,BRC1026A,Nome não encontrado
Umidade,g,"73,6","40,5","29,4",BRC1026A,Nome não encontrado
Carboidrato total,g,"22,5","12,4","8,99",BRC1026A,Nome não encontrado
Carboidrato disponível,g,"21,1","11,6","8,45",BRC1026A,Nome não encontrado
Proteína,g,"2,07","1,14","0,83",BRC1026A,Nome não encontrado
Lipídios,g,"1,55","0,85","0,62",BRC1026A,Nome não encontrado
Fibra alimentar,g,"1,35","0,74","0,54",BRC1026A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1026A,Nome não encontrado
Cinzas,g,"0,36","0,20","0,14",BRC1026A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC1026A,Nome não encontrado
Ácidos graxos saturados,g,"0,32","0,18","0,13",BRC1026A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,32","0,17","0,13",BRC1026A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,79","0,43","0,31",BRC1026A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC1026A,Nome não encontrado
Cálcio,mg,"8,42","4,63","3,37",BRC1026A,Nome não encontrado
Ferro,mg,"0,29","0,16","0,11",BRC1026A,Nome não encontrado
Sódio,mg,"1,40","0,77","0,56",BRC1026A,Nome não encontrado
Magnésio,mg,"21,7","11,9","8,68",BRC1026A,Nome não encontrado
Fósforo,mg,"22,8","12,6","9,13",BRC1026A,Nome não encontrado
Potássio,mg,"57,3","31,5","22,9",BRC1026A,Nome não encontrado
Manganês,mg,"0,76","0,42","0,30",BRC1026A,Nome não encontrado
Zinco,mg,"0,44","0,24","0,18",BRC1026A,Nome não encontrado
Cobre,mg,"0,12","0,06","0,05",BRC1026A,Nome não encontrado
Selênio,mcg,"1,24","0,68","0,50",BRC1026A,Nome não encontrado
Vitamina A (RE),mcg,"19,1","10,5","7,63",BRC1026A,Nome não encontrado
Vitamina A (RAE),mcg,"9,54","5,25","3,82",BRC1026A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC1026A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,11","0,08",BRC1026A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC1026A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC1026A,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC1026A,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC1026A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC1026A,Nome não encontrado
Vitamina C,mg,"0,95","0,52","0,38",BRC1026A,Nome não encontrado
Equivalente de folato,mcg,"8,72","4,80","3,49",BRC1026A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC1026A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1026A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1026A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1026A,Nome não encontrado
Proteína animal,g,-,-,-,BRC1026A,Nome não encontrado
