componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,437,480,BRC0587F,Nome não encontrado
Energia,kcal,105,115,BRC0587F,Nome não encontrado
Umidade,g,"74,7","82,2",BRC0587F,Nome não encontrado
Carboidrato total,g,"2,82","3,10",BRC0587F,Nome não encontrado
Carboidrato disponível,g,"1,64","1,80",BRC0587F,Nome não encontrado
Proteína,g,"16,8","18,5",BRC0587F,Nome não encontrado
Lipídios,g,"3,16","3,48",BRC0587F,Nome não encontrado
Fibra alimentar,g,"1,18","1,30",BRC0587F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0587F,Nome não encontrado
Cinzas,g,"2,46","2,71",BRC0587F,Nome não encontrado
Colesterol,mg,"45,0","49,5",BRC0587F,Nome não encontrado
Ácidos graxos saturados,g,"0,79","0,87",BRC0587F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,12","1,23",BRC0587F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,91","1,00",BRC0587F,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0587F,Nome não encontrado
Cálcio,mg,"21,5","23,6",BRC0587F,Nome não encontrado
Ferro,mg,"2,47","2,72",BRC0587F,Nome não encontrado
Sódio,mg,232,255,BRC0587F,Nome não encontrado
Magnésio,mg,"5,79","6,37",BRC0587F,Nome não encontrado
Fósforo,mg,134,148,BRC0587F,Nome não encontrado
Potássio,mg,305,336,BRC0587F,Nome não encontrado
Manganês,mg,"0,09","0,10",BRC0587F,Nome não encontrado
Zinco,mg,"3,28","3,60",BRC0587F,Nome não encontrado
Cobre,mg,"0,20","0,22",BRC0587F,Nome não encontrado
Selênio,mcg,"7,25","7,97",BRC0587F,Nome não encontrado
Vitamina A (RE),mcg,"73,7","81,1",BRC0587F,Nome não encontrado
Vitamina A (RAE),mcg,"37,5","41,3",BRC0587F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0587F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,58",BRC0587F,Nome não encontrado
Tiamina,mg,"0,08","0,09",BRC0587F,Nome não encontrado
Riboflavina,mg,"0,37","0,41",BRC0587F,Nome não encontrado
Niacina,mg,"2,58","2,84",BRC0587F,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0587F,Nome não encontrado
Vitamina B12,mcg,"0,71","0,79",BRC0587F,Nome não encontrado
Vitamina C,mg,"1,66","1,83",BRC0587F,Nome não encontrado
Equivalente de folato,mcg,"10,9","11,9",BRC0587F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0587F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0587F,Nome não encontrado
Gordura de adição,g,-,-,BRC0587F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0587F,Nome não encontrado
Proteína animal,g,-,-,BRC0587F,Nome não encontrado
