componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,318,174,BRC0277N,Nome não encontrado
Energia,kcal,76,41,BRC0277N,Nome não encontrado
Umidade,g,"81,7","44,9",BRC0277N,Nome não encontrado
Carboidrato total,g,"8,12","4,46",BRC0277N,Nome não encontrado
Carboidrato disponível,g,"6,59","3,62",BRC0277N,Nome não encontrado
Proteína,g,"7,20","3,96",BRC0277N,Nome não encontrado
Lipídios,g,"1,93","1,06",BRC0277N,Nome não encontrado
Fibra alimentar,g,"1,53","0,84",BRC0277N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0277N,Nome não encontrado
Cinzas,g,"1,10","0,61",BRC0277N,Nome não encontrado
Colesterol,mg,"19,1","10,5",BRC0277N,Nome não encontrado
Ácidos graxos saturados,g,"0,35","0,19",BRC0277N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","0,50",BRC0277N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,39","0,22",BRC0277N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0277N,Nome não encontrado
Cálcio,mg,"49,7","27,3",BRC0277N,Nome não encontrado
Ferro,mg,"0,29","0,16",BRC0277N,Nome não encontrado
Sódio,mg,"27,5","15,1",BRC0277N,Nome não encontrado
Magnésio,mg,"19,2","10,6",BRC0277N,Nome não encontrado
Fósforo,mg,"64,5","35,5",BRC0277N,Nome não encontrado
Potássio,mg,271,149,BRC0277N,Nome não encontrado
Manganês,mg,"0,13","0,07",BRC0277N,Nome não encontrado
Zinco,mg,"0,23","0,12",BRC0277N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0277N,Nome não encontrado
Selênio,mcg,"11,3","6,22",BRC0277N,Nome não encontrado
Vitamina A (RE),mcg,298,164,BRC0277N,Nome não encontrado
Vitamina A (RAE),mcg,150,"82,5",BRC0277N,Nome não encontrado
Vitamina D,mcg,"1,60","0,88",BRC0277N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,03","1,12",BRC0277N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0277N,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0277N,Nome não encontrado
Niacina,mg,"0,44","0,24",BRC0277N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0277N,Nome não encontrado
Vitamina B12,mcg,"0,69","0,38",BRC0277N,Nome não encontrado
Vitamina C,mg,"9,40","5,17",BRC0277N,Nome não encontrado
Equivalente de folato,mcg,"10,00","5,50",BRC0277N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0277N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0277N,Nome não encontrado
Gordura de adição,g,-,-,BRC0277N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0277N,Nome não encontrado
Proteína animal,g,-,-,BRC0277N,Nome não encontrado
