componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,201,50,BRC0243B,Nome não encontrado
Energia,kcal,48,12,BRC0243B,Nome não encontrado
Umidade,g,"89,8","22,5",BRC0243B,Nome não encontrado
Carboidrato total,g,"4,53","1,13",BRC0243B,Nome não encontrado
Carboidrato disponível,g,"2,30","0,57",BRC0243B,Nome não encontrado
Proteína,g,"2,17","0,54",BRC0243B,Nome não encontrado
Lipídios,g,"2,91","0,73",BRC0243B,Nome não encontrado
Fibra alimentar,g,"2,24","0,56",BRC0243B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0243B,Nome não encontrado
Cinzas,g,"0,56","0,14",BRC0243B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0243B,Nome não encontrado
Ácidos graxos saturados,g,"0,38","0,09",BRC0243B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,67","0,17",BRC0243B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,48","0,37",BRC0243B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0243B,Nome não encontrado
Cálcio,mg,"76,6","19,2",BRC0243B,Nome não encontrado
Ferro,mg,"0,98","0,24",BRC0243B,Nome não encontrado
Sódio,mg,"2,56","0,64",BRC0243B,Nome não encontrado
Magnésio,mg,"11,1","2,77",BRC0243B,Nome não encontrado
Fósforo,mg,"62,2","15,5",BRC0243B,Nome não encontrado
Potássio,mg,215,"53,8",BRC0243B,Nome não encontrado
Manganês,mg,"0,15","0,04",BRC0243B,Nome não encontrado
Zinco,mg,"0,25","0,06",BRC0243B,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0243B,Nome não encontrado
Selênio,mcg,"0,68","0,17",BRC0243B,Nome não encontrado
Vitamina A (RE),mcg,933,233,BRC0243B,Nome não encontrado
Vitamina A (RAE),mcg,466,116,BRC0243B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0243B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,76","0,69",BRC0243B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0243B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0243B,Nome não encontrado
Niacina,mg,traços,traços,BRC0243B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0243B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0243B,Nome não encontrado
Vitamina C,mg,"18,2","4,56",BRC0243B,Nome não encontrado
Equivalente de folato,mcg,"5,02","1,25",BRC0243B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0243B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0243B,Nome não encontrado
Gordura de adição,g,-,-,BRC0243B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0243B,Nome não encontrado
Proteína animal,g,-,-,BRC0243B,Nome não encontrado
