componente,unidade,Valor por 100g,Colher servir cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,605,242,BRC0015E,Nome não encontrado
Energia,kcal,144,57,BRC0015E,Nome não encontrado
Umidade,g,"68,9","27,6",BRC0015E,Nome não encontrado
Carboidrato total,g,"6,90","2,76",BRC0015E,Nome não encontrado
Carboidrato disponível,g,"6,90","2,76",BRC0015E,Nome não encontrado
Proteína,g,"14,0","5,60",BRC0015E,Nome não encontrado
Lipídios,g,"6,75","2,70",BRC0015E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0015E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0015E,Nome não encontrado
Cinzas,g,"3,44","1,38",BRC0015E,Nome não encontrado
Colesterol,mg,"84,4","33,8",BRC0015E,Nome não encontrado
Ácidos graxos saturados,g,"1,28","0,51",BRC0015E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,53","0,61",BRC0015E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,83","0,73",BRC0015E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0015E,Nome não encontrado
Cálcio,mg,"41,6","16,6",BRC0015E,Nome não encontrado
Ferro,mg,"54,4","21,8",BRC0015E,Nome não encontrado
Sódio,mg,457,183,BRC0015E,Nome não encontrado
Magnésio,mg,"54,4","21,8",BRC0015E,Nome não encontrado
Fósforo,mg,315,126,BRC0015E,Nome não encontrado
Potássio,mg,512,204,BRC0015E,Nome não encontrado
Manganês,mg,,,BRC0015E,Nome não encontrado
Zinco,mg,"2,56","1,02",BRC0015E,Nome não encontrado
Cobre,mg,,,BRC0015E,Nome não encontrado
Selênio,mcg,,,BRC0015E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0015E,Nome não encontrado
Vitamina A (RAE),mcg,144,"57,9",BRC0015E,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0015E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,66","0,66",BRC0015E,Nome não encontrado
Tiamina,mg,"0,26","0,10",BRC0015E,Nome não encontrado
Riboflavina,mg,"0,34","0,13",BRC0015E,Nome não encontrado
Niacina,mg,"2,56","1,02",BRC0015E,Nome não encontrado
Vitamina B6,mg,"0,08","0,03",BRC0015E,Nome não encontrado
Vitamina B12,mcg,"19,2","7,68",BRC0015E,Nome não encontrado
Vitamina C,mg,"12,8","5,12",BRC0015E,Nome não encontrado
Equivalente de folato,mcg,"67,2","26,9",BRC0015E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0015E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0015E,Nome não encontrado
Gordura de adição,g,-,-,BRC0015E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0015E,Nome não encontrado
Proteína animal,g,-,-,BRC0015E,Nome não encontrado
