componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,373,205,BRC0573N,Nome não encontrado
Energia,kcal,89,48,BRC0573N,Nome não encontrado
Umidade,g,"79,0","43,5",BRC0573N,Nome não encontrado
Carboidrato total,g,"5,64","3,10",BRC0573N,Nome não encontrado
Carboidrato disponível,g,"3,50","1,93",BRC0573N,Nome não encontrado
Proteína,g,"12,2","6,71",BRC0573N,Nome não encontrado
Lipídios,g,"2,42","1,33",BRC0573N,Nome não encontrado
Fibra alimentar,g,"2,14","1,18",BRC0573N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0573N,Nome não encontrado
Cinzas,g,"0,72","0,40",BRC0573N,Nome não encontrado
Colesterol,mg,"38,4","21,1",BRC0573N,Nome não encontrado
Ácidos graxos saturados,g,"0,97","0,53",BRC0573N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,98","0,54",BRC0573N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,10",BRC0573N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0573N,Nome não encontrado
Cálcio,mg,"10,6","5,86",BRC0573N,Nome não encontrado
Ferro,mg,"1,26","0,69",BRC0573N,Nome não encontrado
Sódio,mg,"19,8","10,9",BRC0573N,Nome não encontrado
Magnésio,mg,"18,2","9,98",BRC0573N,Nome não encontrado
Fósforo,mg,112,"62,1",BRC0573N,Nome não encontrado
Potássio,mg,248,136,BRC0573N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0573N,Nome não encontrado
Zinco,mg,"2,82","1,55",BRC0573N,Nome não encontrado
Cobre,mg,"0,15","0,08",BRC0573N,Nome não encontrado
Selênio,mcg,"0,74","0,41",BRC0573N,Nome não encontrado
Vitamina A (RE),mcg,144,"79,3",BRC0573N,Nome não encontrado
Vitamina A (RAE),mcg,"72,4","39,8",BRC0573N,Nome não encontrado
Vitamina D,mcg,,,BRC0573N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,03","0,57",BRC0573N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0573N,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0573N,Nome não encontrado
Niacina,mg,"1,16","0,64",BRC0573N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0573N,Nome não encontrado
Vitamina B12,mcg,"1,26","0,69",BRC0573N,Nome não encontrado
Vitamina C,mg,"1,33","0,73",BRC0573N,Nome não encontrado
Equivalente de folato,mcg,"21,6","11,9",BRC0573N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0573N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0573N,Nome não encontrado
Gordura de adição,g,-,-,BRC0573N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0573N,Nome não encontrado
Proteína animal,g,-,-,BRC0573N,Nome não encontrado
