componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,556,278,BRC0013J,Nome não encontrado
Energia,kcal,134,66,BRC0013J,Nome não encontrado
Umidade,g,"77,2","38,6",BRC0013J,Nome não encontrado
Carboidrato total,g,"2,58","1,29",BRC0013J,Nome não encontrado
Carboidrato disponível,g,"2,58","1,29",BRC0013J,Nome não encontrado
Proteína,g,"10,2","5,11",BRC0013J,Nome não encontrado
Lipídios,g,"9,16","4,58",BRC0013J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0013J,Nome não encontrado
Álcool,g,,traços,BRC0013J,Nome não encontrado
Cinzas,g,"0,88","0,44",BRC0013J,Nome não encontrado
Colesterol,mg,366,183,BRC0013J,Nome não encontrado
Ácidos graxos saturados,g,"2,68","1,34",BRC0013J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,71","1,85",BRC0013J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,24","0,62",BRC0013J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0013J,Nome não encontrado
Cálcio,mg,"39,3","19,7",BRC0013J,Nome não encontrado
Ferro,mg,"1,46","0,73",BRC0013J,Nome não encontrado
Sódio,mg,157,"78,6",BRC0013J,Nome não encontrado
Magnésio,mg,"11,8","5,92",BRC0013J,Nome não encontrado
Fósforo,mg,153,"76,9",BRC0013J,Nome não encontrado
Potássio,mg,140,"70,2",BRC0013J,Nome não encontrado
Manganês,mg,traços,traços,BRC0013J,Nome não encontrado
Zinco,mg,"1,01","0,51",BRC0013J,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0013J,Nome não encontrado
Selênio,mcg,"16,1","8,05",BRC0013J,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0013J,Nome não encontrado
Vitamina A (RAE),mcg,,traços,BRC0013J,Nome não encontrado
Vitamina D,mcg,"1,93","0,96",BRC0013J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,01","0,51",BRC0013J,Nome não encontrado
Tiamina,mg,"0,07","0,03",BRC0013J,Nome não encontrado
Riboflavina,mg,"0,54","0,27",BRC0013J,Nome não encontrado
Niacina,mg,"0,70","0,35",BRC0013J,Nome não encontrado
Vitamina B6,mg,"0,16","0,08",BRC0013J,Nome não encontrado
Vitamina B12,mcg,"0,85","0,43",BRC0013J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0013J,Nome não encontrado
Equivalente de folato,mcg,"45,0","22,5",BRC0013J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0013J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0013J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0013J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0013J,Nome não encontrado
Proteína animal,g,"10,2","5,11",BRC0013J,Nome não encontrado
