componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,681,170,BRC0095K,Nome não encontrado
Energia,kcal,162,40,BRC0095K,Nome não encontrado
Umidade,g,"65,0","16,3",BRC0095K,Nome não encontrado
Carboidrato total,g,"23,8","5,95",BRC0095K,Nome não encontrado
Carboidrato disponível,g,"23,8","5,95",BRC0095K,Nome não encontrado
Proteína,g,"5,29","1,32",BRC0095K,Nome não encontrado
Lipídios,g,"4,78","1,20",BRC0095K,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0095K,Nome não encontrado
Álcool,g,"0,34","0,09",BRC0095K,Nome não encontrado
Cinzas,g,"0,83","0,21",BRC0095K,Nome não encontrado
Colesterol,mg,107,"26,8",BRC0095K,Nome não encontrado
Ácidos graxos saturados,g,"2,09","0,52",BRC0095K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,63","0,41",BRC0095K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,10",BRC0095K,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0095K,Nome não encontrado
Cálcio,mg,"84,8","21,2",BRC0095K,Nome não encontrado
Ferro,mg,"0,57","0,14",BRC0095K,Nome não encontrado
Sódio,mg,"89,7","22,4",BRC0095K,Nome não encontrado
Magnésio,mg,"9,77","2,44",BRC0095K,Nome não encontrado
Fósforo,mg,"98,8","24,7",BRC0095K,Nome não encontrado
Potássio,mg,132,"33,0",BRC0095K,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0095K,Nome não encontrado
Zinco,mg,"0,62","0,16",BRC0095K,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0095K,Nome não encontrado
Selênio,mcg,"7,50","1,88",BRC0095K,Nome não encontrado
Vitamina A (RE),mcg,"77,2","19,3",BRC0095K,Nome não encontrado
Vitamina A (RAE),mcg,"76,4","19,1",BRC0095K,Nome não encontrado
Vitamina D,mcg,"1,33","0,33",BRC0095K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33","0,08",BRC0095K,Nome não encontrado
Tiamina,mg,traços,traços,BRC0095K,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0095K,Nome não encontrado
Niacina,mg,"1,15","0,29",BRC0095K,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0095K,Nome não encontrado
Vitamina B12,mcg,"0,43","0,11",BRC0095K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0095K,Nome não encontrado
Equivalente de folato,mcg,"12,9","3,23",BRC0095K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0095K,Nome não encontrado
Açúcar de adição,g,"20,0","5,00",BRC0095K,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0095K,Nome não encontrado
Proteína vegetal,g,"0,03","0,01",BRC0095K,Nome não encontrado
Proteína animal,g,"5,08","1,27",BRC0095K,Nome não encontrado
