componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,398,357,BRC0569B,Nome não encontrado
Energia,kcal,97,86,BRC0569B,Nome não encontrado
Umidade,g,"85,9","77,3",BRC0569B,Nome não encontrado
Carboidrato total,g,"3,09","2,78",BRC0569B,Nome não encontrado
Carboidrato disponível,g,"1,23","1,11",BRC0569B,Nome não encontrado
Proteína,g,"1,16","1,05",BRC0569B,Nome não encontrado
Lipídios,g,"9,25","8,32",BRC0569B,Nome não encontrado
Fibra alimentar,g,"1,85","1,67",BRC0569B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0569B,Nome não encontrado
Cinzas,g,"0,59","0,53",BRC0569B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0569B,Nome não encontrado
Ácidos graxos saturados,g,"1,50","1,35",BRC0569B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,12","1,91",BRC0569B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,47","4,93",BRC0569B,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,04",BRC0569B,Nome não encontrado
Cálcio,mg,"13,5","12,2",BRC0569B,Nome não encontrado
Ferro,mg,"0,12","0,10",BRC0569B,Nome não encontrado
Sódio,mg,124,112,BRC0569B,Nome não encontrado
Magnésio,mg,"4,54","4,09",BRC0569B,Nome não encontrado
Fósforo,mg,"21,2","19,1",BRC0569B,Nome não encontrado
Potássio,mg,"67,1","60,4",BRC0569B,Nome não encontrado
Manganês,mg,"0,09","0,08",BRC0569B,Nome não encontrado
Zinco,mg,"0,22","0,20",BRC0569B,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0569B,Nome não encontrado
Selênio,mcg,"0,30","0,27",BRC0569B,Nome não encontrado
Vitamina A (RE),mcg,"3,32","2,99",BRC0569B,Nome não encontrado
Vitamina A (RAE),mcg,"1,66","1,50",BRC0569B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0569B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,77","0,69",BRC0569B,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0569B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0569B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0569B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0569B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0569B,Nome não encontrado
Vitamina C,mg,"19,8","17,8",BRC0569B,Nome não encontrado
Equivalente de folato,mcg,"29,7","26,7",BRC0569B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0569B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0569B,Nome não encontrado
Gordura de adição,g,-,-,BRC0569B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0569B,Nome não encontrado
Proteína animal,g,-,-,BRC0569B,Nome não encontrado
